bandwidth,cruise_speed,firm_obstacle,illuminance,obstacle_distance,obstacle_size,power,quality,smoke_intensity
26.721203218400458,2.0899682748975943,0,57512.89262801185,4.746472523201577,118.76654844817521,21,0,0
25.721203218400458,2.0899682748975943,0,57512.89262801185,4.746472523201577,118.76654844817521,21,0,0
25.721203218400458,2.0899682748975943,0,57512.89262801185,4.746472523201577,118.76654844817521,0,0,0
50.0,2.0899682748975943,0,57512.89262801185,4.746472523201577,118.76654844817521,0,0,0
50.0,2.0899682748975943,0,57512.89262801185,0.0,118.76654844817521,0,0,0
50.0,2.0899682748975943,0,57512.89262801185,0.0,0.0,0,0,0
50.0,2.0899682748975943,0,57512.89262801185,0.0,120.0,0,0,0
50.0,2.0899682748975943,1,57512.89262801185,0.0,120.0,0,0,0
50.0,2.0899682748975943,1,57512.89262801185,0.0,120.0,100,0,0
50.0,5.0,1,57512.89262801185,0.0,120.0,100,0,0
50.0,5.0,1,57512.89262801185,0.0,0.0,100,0,0
50.0,5.0,1,57512.89262801185,0.0,0.0,100,0,1
50.0,5.0,0,57512.89262801185,0.0,0.0,100,0,1
50.0,0.0,0,57512.89262801185,0.0,0.0,100,0,1
50.0,0.0,1,57512.89262801185,0.0,0.0,100,0,1
50.0,5.0,1,57512.89262801185,0.0,0.0,100,0,1
50.0,5.0,1,57512.89262801185,0.0,120.0,100,0,1
50.0,5.0,1,40.0,0.0,120.0,100,0,1
50.0,5.0,1,40.0,0.0,120.0,100,0,0
50.0,5.0,0,40.0,0.0,120.0,100,0,0
50.0,5.0,0,40.0,0.0,0.0,100,0,0
49.0,5.0,0,40.0,0.0,0.0,100,0,0
49.0,5.0,0,40.0,0.0,0.0,0,0,0
49.0,5.0,1,40.0,0.0,0.0,0,0,0
49.0,5.0,0,40.0,0.0,0.0,0,0,0
49.0,5.0,1,40.0,0.0,0.0,0,0,0
49.0,5.0,1,120000.0,0.0,0.0,0,0,0
49.0,5.0,1,40.0,0.0,0.0,0,0,0
48.0,5.0,1,40.0,0.0,0.0,0,0,0
50.0,5.0,1,40.0,0.0,0.0,0,0,0
49.0,5.0,1,40.0,0.0,0.0,0,0,0
48.0,5.0,1,40.0,0.0,0.0,0,0,0
