bandwidth,cruise_speed,firm_obstacle,illuminance,obstacle_distance,obstacle_size,power,quality,smoke_intensity
46.381605471397016,5.0,0,78255.08688552536,2.2516293556211266,17.659190180210132,33,0,2
46.381605471397016,5.0,0,78255.08688552536,10.0,17.659190180210132,33,0,2
46.381605471397016,0.0,0,78255.08688552536,10.0,17.659190180210132,33,0,2
46.381605471397016,0.0,0,78255.08688552536,10.0,17.659190180210132,100,0,2
46.381605471397016,5.0,0,78255.08688552536,10.0,17.659190180210132,100,0,2
46.381605471397016,5.0,0,78255.08688552536,10.0,17.659190180210132,100,0,1
46.381605471397016,5.0,1,78255.08688552536,10.0,17.659190180210132,100,0,1
45.381605471397016,5.0,1,78255.08688552536,10.0,17.659190180210132,100,0,1
44.381605471397016,5.0,1,78255.08688552536,10.0,17.659190180210132,100,0,1
44.381605471397016,5.0,1,40.0,10.0,17.659190180210132,100,0,1
44.381605471397016,5.0,1,120000.0,10.0,17.659190180210132,100,0,1
44.381605471397016,5.0,0,120000.0,10.0,17.659190180210132,100,0,1
44.381605471397016,5.0,1,120000.0,10.0,17.659190180210132,100,0,1
44.381605471397016,5.0,1,120000.0,0.0,17.659190180210132,100,0,1
50.0,5.0,1,120000.0,0.0,17.659190180210132,100,0,1
50.0,5.0,1,120000.0,0.0,0.0,100,0,1
50.0,5.0,1,120000.0,0.0,120.0,100,0,1
50.0,5.0,1,120000.0,0.0,120.0,100,0,0
50.0,5.0,1,120000.0,10.0,120.0,100,0,0
50.0,5.0,1,120000.0,10.0,120.0,100,1,0
49.0,5.0,1,120000.0,10.0,120.0,100,1,0
49.0,5.0,1,40.0,10.0,120.0,100,1,0
49.0,5.0,1,40.0,10.0,120.0,0,1,0
49.0,5.0,1,40.0,10.0,120.0,0,1,1
49.0,5.0,0,40.0,10.0,120.0,0,1,1
49.0,5.0,0,40.0,10.0,120.0,0,0,1
49.0,5.0,0,40.0,10.0,0.0,0,0,1
49.0,5.0,0,40.0,0.0,0.0,0,0,1
48.0,5.0,0,40.0,0.0,0.0,0,0,1
48.0,5.0,0,40.0,10.0,0.0,0,0,1
48.0,5.0,0,120000.0,10.0,0.0,0,0,1
48.0,5.0,0,40.0,10.0,0.0,0,0,1
50.0,5.0,0,40.0,10.0,0.0,0,0,1
50.0,5.0,0,40.0,0.0,0.0,0,0,1
50.0,0.0,0,40.0,0.0,0.0,0,0,1
50.0,0.0,0,40.0,10.0,0.0,0,0,1
50.0,0.0,0,40.0,10.0,120.0,0,0,1
50.0,0.0,0,40.0,0.0,120.0,0,0,1
50.0,5.0,0,40.0,0.0,120.0,0,0,1
50.0,5.0,1,40.0,0.0,120.0,0,0,1
50.0,5.0,1,40.0,0.0,0.0,0,0,1
50.0,5.0,1,40.0,0.0,0.0,100,0,1
50.0,5.0,1,40.0,0.0,120.0,100,0,1
50.0,5.0,1,40.0,10.0,120.0,100,0,1
50.0,5.0,1,40.0,10.0,120.0,100,1,1
50.0,5.0,1,40.0,10.0,120.0,100,1,2
49.0,5.0,1,40.0,10.0,120.0,100,1,2
49.0,5.0,1,40.0,10.0,120.0,100,2,2
49.0,5.0,1,120000.0,10.0,120.0,100,2,2
49.0,5.0,1,120000.0,10.0,120.0,100,1,2
49.0,5.0,1,40.0,10.0,120.0,100,1,2
49.0,5.0,1,40.0,10.0,120.0,100,1,1
49.0,5.0,1,40.0,10.0,120.0,100,1,2
48.0,5.0,1,40.0,10.0,120.0,100,1,2
48.0,5.0,1,120000.0,10.0,120.0,100,1,2
48.0,5.0,1,120000.0,10.0,0.0,100,1,2
50.0,5.0,1,120000.0,10.0,0.0,100,1,2
50.0,5.0,1,40.0,10.0,0.0,100,1,2
50.0,5.0,1,40.0,10.0,0.0,100,0,2
50.0,5.0,1,120000.0,10.0,0.0,100,0,2
