bandwidth,cruise_speed,firm_obstacle,illuminance,obstacle_distance,obstacle_size,power,quality,smoke_intensity
43.27452025538998,4.328711426249607,1,54241.80517912386,8.039003127210485,22.788243756884633,57,1,2
50.0,4.328711426249607,1,54241.80517912386,8.039003127210485,22.788243756884633,57,1,2
50.0,4.328711426249607,1,54241.80517912386,8.039003127210485,22.788243756884633,57,1,1
50.0,4.328711426249607,1,54241.80517912386,8.039003127210485,22.788243756884633,57,2,1
50.0,4.328711426249607,1,54241.80517912386,8.039003127210485,22.788243756884633,0,2,1
49.0,4.328711426249607,1,54241.80517912386,8.039003127210485,22.788243756884633,0,2,1
49.0,4.328711426249607,1,54241.80517912386,8.039003127210485,22.788243756884633,0,1,1
49.0,4.328711426249607,1,120000.0,8.039003127210485,22.788243756884633,0,1,1
49.0,4.328711426249607,1,120000.0,8.039003127210485,22.788243756884633,100,1,1
49.0,4.328711426249607,1,120000.0,8.039003127210485,120.0,100,1,1
49.0,4.328711426249607,0,120000.0,8.039003127210485,120.0,100,1,1
49.0,4.328711426249607,0,120000.0,8.039003127210485,120.0,100,2,1
48.0,4.328711426249607,0,120000.0,8.039003127210485,120.0,100,2,1
48.0,4.328711426249607,1,120000.0,8.039003127210485,120.0,100,2,1
47.0,4.328711426249607,1,120000.0,8.039003127210485,120.0,100,2,1
47.0,4.328711426249607,1,120000.0,10.0,120.0,100,2,1
47.0,4.328711426249607,1,120000.0,10.0,120.0,0,2,1
47.0,4.328711426249607,1,40.0,10.0,120.0,0,2,1
47.0,4.328711426249607,1,40.0,0.0,120.0,0,2,1
46.0,4.328711426249607,1,40.0,0.0,120.0,0,2,1
46.0,5.0,1,40.0,0.0,120.0,0,2,1
46.0,5.0,1,40.0,0.0,120.0,100,2,1
50.0,5.0,1,40.0,0.0,120.0,100,2,1
50.0,5.0,1,40.0,0.0,0.0,100,2,1
50.0,5.0,1,40.0,0.0,0.0,100,2,0
50.0,5.0,1,40.0,0.0,120.0,100,2,0
50.0,5.0,1,40.0,0.0,120.0,0,2,0
50.0,5.0,1,120000.0,0.0,120.0,0,2,0
50.0,5.0,1,120000.0,0.0,120.0,0,1,0
50.0,5.0,0,120000.0,0.0,120.0,0,1,0
50.0,5.0,0,120000.0,0.0,120.0,0,2,0
50.0,5.0,0,120000.0,0.0,120.0,0,2,1
50.0,0.0,0,120000.0,0.0,120.0,0,2,1
50.0,0.0,1,120000.0,0.0,120.0,0,2,1
50.0,0.0,0,120000.0,0.0,120.0,0,2,1
50.0,0.0,0,120000.0,0.0,0.0,0,2,1
50.0,0.0,0,120000.0,0.0,120.0,0,2,1
50.0,0.0,0,120000.0,0.0,120.0,0,2,0
50.0,0.0,0,40.0,0.0,120.0,0,2,0
50.0,0.0,0,40.0,0.0,120.0,0,1,0
50.0,0.0,0,40.0,10.0,120.0,0,1,0
50.0,0.0,0,40.0,10.0,0.0,0,1,0
50.0,0.0,0,40.0,10.0,0.0,100,1,0
50.0,0.0,0,40.0,0.0,0.0,100,1,0
50.0,0.0,0,40.0,0.0,0.0,100,1,1
50.0,0.0,0,40.0,0.0,0.0,100,1,0
50.0,5.0,0,40.0,0.0,0.0,100,1,0
50.0,5.0,0,40.0,10.0,0.0,100,1,0
50.0,5.0,1,40.0,10.0,0.0,100,1,0
50.0,5.0,1,40.0,10.0,0.0,100,2,0
50.0,5.0,1,120000.0,10.0,0.0,100,2,0
50.0,5.0,1,120000.0,10.0,0.0,0,2,0
50.0,5.0,1,120000.0,10.0,0.0,0,2,1
50.0,0.0,1,120000.0,10.0,0.0,0,2,1
50.0,0.0,1,120000.0,10.0,0.0,0,2,2
49.0,0.0,1,120000.0,10.0,0.0,0,2,2
48.0,0.0,1,120000.0,10.0,0.0,0,2,2
48.0,0.0,1,120000.0,10.0,0.0,100,2,2
48.0,0.0,1,120000.0,10.0,120.0,100,2,2
48.0,0.0,1,40.0,10.0,120.0,100,2,2
48.0,5.0,1,40.0,10.0,120.0,100,2,2
48.0,5.0,1,40.0,10.0,120.0,0,2,2
48.0,5.0,1,120000.0,10.0,120.0,0,2,2
48.0,0.0,1,120000.0,10.0,120.0,0,2,2
48.0,0.0,1,120000.0,10.0,120.0,100,2,2
48.0,0.0,1,120000.0,10.0,120.0,0,2,2
48.0,0.0,1,120000.0,10.0,120.0,0,2,1
48.0,5.0,1,120000.0,10.0,120.0,0,2,1
48.0,5.0,1,120000.0,10.0,120.0,0,1,1
48.0,5.0,1,40.0,10.0,120.0,0,1,1
48.0,5.0,1,40.0,10.0,120.0,0,1,2
48.0,0.0,1,40.0,10.0,120.0,0,1,2
48.0,0.0,1,40.0,10.0,120.0,100,1,2
48.0,0.0,1,40.0,10.0,120.0,100,1,1
