car_speed,orientation,p_x,p_y,road_shape,weather
21.26852487113338,-2.0,4.80480665601294,4.169526266056648,0,0
21.26852487113338,-2.0,2.30480665601294,4.169526266056648,0,0
21.26852487113338,-2.0,2.30480665601294,1.6695262660566481,0,0
21.26852487113338,-2.0,2.30480665601294,4.169526266056648,0,0
21.26852487113338,-2.0,2.30480665601294,4.169526266056648,1,0
21.26852487113338,-2.0,2.30480665601294,4.169526266056648,2,0
21.26852487113338,-17.0,2.30480665601294,4.169526266056648,2,0
21.26852487113338,-17.0,0.0,4.169526266056648,2,0
21.26852487113338,-17.0,0.0,1.6695262660566481,2,0
21.26852487113338,-2.0,0.0,1.6695262660566481,2,0
21.26852487113338,-2.0,2.5,1.6695262660566481,2,0
21.26852487113338,-2.0,2.5,1.6695262660566481,1,0
32.51852487113338,-2.0,2.5,1.6695262660566481,1,0
32.51852487113338,-17.0,2.5,1.6695262660566481,1,0
32.51852487113338,-17.0,2.5,0.0,1,0
32.51852487113338,-17.0,5.0,0.0,1,0
32.51852487113338,-17.0,5.0,0.0,1,1
43.76852487113338,-17.0,5.0,0.0,1,1
32.51852487113338,-17.0,5.0,0.0,1,1
21.26852487113338,-17.0,5.0,0.0,1,1
21.26852487113338,-17.0,7.5,0.0,1,1
21.26852487113338,-2.0,7.5,0.0,1,1
21.26852487113338,-2.0,7.5,0.0,0,1
21.26852487113338,13.0,7.5,0.0,0,1
21.26852487113338,13.0,5.0,0.0,0,1
21.26852487113338,13.0,5.0,0.0,0,0
21.26852487113338,-2.0,5.0,0.0,0,0
32.51852487113338,-2.0,5.0,0.0,0,0
32.51852487113338,-2.0,7.5,0.0,0,0
32.51852487113338,-2.0,5.0,0.0,0,0
32.51852487113338,-2.0,2.5,0.0,0,0
21.26852487113338,-2.0,2.5,0.0,0,0
21.26852487113338,-17.0,2.5,0.0,0,0
21.26852487113338,-17.0,2.5,0.0,0,1
21.26852487113338,-17.0,2.5,0.0,0,2
32.51852487113338,-17.0,2.5,0.0,0,2
32.51852487113338,-17.0,2.5,2.5,0,2
32.51852487113338,-2.0,2.5,2.5,0,2
21.26852487113338,-2.0,2.5,2.5,0,2
21.26852487113338,-2.0,2.5,5.0,0,2
21.26852487113338,-2.0,5.0,5.0,0,2
21.26852487113338,-2.0,7.5,5.0,0,2
21.26852487113338,13.0,7.5,5.0,0,2
21.26852487113338,13.0,10.0,5.0,0,2
21.26852487113338,13.0,7.5,5.0,0,2
21.26852487113338,13.0,10.0,5.0,0,2
21.26852487113338,13.0,10.0,2.5,0,2
10.01852487113338,13.0,10.0,2.5,0,2
10.01852487113338,13.0,10.0,2.5,0,1
10.01852487113338,13.0,10.0,5.0,0,1
10.01852487113338,13.0,7.5,5.0,0,1
10.01852487113338,13.0,7.5,5.0,1,1
10.01852487113338,13.0,7.5,5.0,0,1
10.01852487113338,-2.0,7.5,5.0,0,1
21.26852487113338,-2.0,7.5,5.0,0,1
21.26852487113338,-2.0,10.0,5.0,0,1
21.26852487113338,-17.0,10.0,5.0,0,1
21.26852487113338,-17.0,10.0,7.5,0,1
32.51852487113338,-17.0,10.0,7.5,0,1
32.51852487113338,-2.0,10.0,7.5,0,1
32.51852487113338,-2.0,10.0,10.0,0,1
32.51852487113338,-2.0,10.0,10.0,0,2
32.51852487113338,-2.0,10.0,7.5,0,2
32.51852487113338,-2.0,10.0,5.0,0,2
32.51852487113338,-2.0,10.0,5.0,1,2
32.51852487113338,-2.0,10.0,5.0,0,2
32.51852487113338,-2.0,10.0,5.0,1,2
21.26852487113338,-2.0,10.0,5.0,1,2
21.26852487113338,13.0,10.0,5.0,1,2
21.26852487113338,13.0,7.5,5.0,1,2
10.01852487113338,13.0,7.5,5.0,1,2
10.01852487113338,13.0,7.5,2.5,1,2
5.0,13.0,7.5,2.5,1,2
5.0,13.0,7.5,2.5,1,1
5.0,13.0,7.5,2.5,2,1
5.0,13.0,7.5,5.0,2,1
5.0,13.0,10.0,5.0,2,1
5.0,13.0,10.0,5.0,2,2
5.0,13.0,10.0,5.0,2,1
5.0,13.0,10.0,5.0,2,0
5.0,-2.0,10.0,5.0,2,0
5.0,-2.0,10.0,2.5,2,0
16.25,-2.0,10.0,2.5,2,0
16.25,-2.0,10.0,2.5,1,0
16.25,-17.0,10.0,2.5,1,0
16.25,-30.0,10.0,2.5,1,0
16.25,-30.0,7.5,2.5,1,0
27.5,-30.0,7.5,2.5,1,0
38.75,-30.0,7.5,2.5,1,0
38.75,-30.0,10.0,2.5,1,0
38.75,-30.0,10.0,0.0,1,0
38.75,-30.0,10.0,0.0,2,0
50.0,-30.0,10.0,0.0,2,0
50.0,-30.0,10.0,0.0,2,1
50.0,-30.0,10.0,2.5,2,1
50.0,-15.0,10.0,2.5,2,1
50.0,-15.0,10.0,2.5,2,2
50.0,-15.0,10.0,2.5,2,1
38.75,-15.0,10.0,2.5,2,1
38.75,-15.0,10.0,2.5,2,2
27.5,-15.0,10.0,2.5,2,2
27.5,-30.0,10.0,2.5,2,2
27.5,-30.0,10.0,2.5,1,2
27.5,-15.0,10.0,2.5,1,2
27.5,-15.0,10.0,0.0,1,2
27.5,0.0,10.0,0.0,1,2
27.5,15.0,10.0,0.0,1,2
38.75,15.0,10.0,0.0,1,2
38.75,15.0,10.0,0.0,1,1
38.75,15.0,10.0,2.5,1,1
38.75,15.0,10.0,2.5,2,1
50.0,15.0,10.0,2.5,2,1
50.0,0.0,10.0,2.5,2,1
50.0,-15.0,10.0,2.5,2,1
50.0,-15.0,10.0,2.5,2,2
50.0,-15.0,10.0,2.5,2,1
50.0,-15.0,10.0,2.5,2,2
50.0,-15.0,10.0,2.5,2,1
50.0,-15.0,10.0,0.0,2,1
50.0,-15.0,10.0,0.0,1,1
50.0,-15.0,7.5,0.0,1,1
50.0,-15.0,10.0,0.0,1,1
50.0,-15.0,10.0,0.0,2,1
50.0,0.0,10.0,0.0,2,1
50.0,0.0,10.0,2.5,2,1
50.0,0.0,7.5,2.5,2,1
50.0,0.0,5.0,2.5,2,1
50.0,0.0,7.5,2.5,2,1
50.0,-15.0,7.5,2.5,2,1
50.0,-30.0,7.5,2.5,2,1
50.0,-30.0,7.5,2.5,2,0
50.0,-15.0,7.5,2.5,2,0
50.0,-30.0,7.5,2.5,2,0
50.0,-15.0,7.5,2.5,2,0
50.0,-15.0,7.5,2.5,1,0
38.75,-15.0,7.5,2.5,1,0
38.75,-15.0,7.5,0.0,1,0
38.75,-15.0,7.5,0.0,1,1
38.75,0.0,7.5,0.0,1,1
38.75,15.0,7.5,0.0,1,1
38.75,15.0,7.5,0.0,0,1
50.0,15.0,7.5,0.0,0,1
50.0,15.0,7.5,0.0,0,2
50.0,15.0,7.5,2.5,0,2
50.0,15.0,5.0,2.5,0,2
50.0,15.0,5.0,2.5,1,2
50.0,0.0,5.0,2.5,1,2
38.75,0.0,5.0,2.5,1,2
38.75,0.0,5.0,0.0,1,2
38.75,0.0,2.5,0.0,1,2
38.75,0.0,2.5,2.5,1,2
38.75,0.0,2.5,0.0,1,2
38.75,0.0,0.0,0.0,1,2
38.75,15.0,0.0,0.0,1,2
38.75,30.0,0.0,0.0,1,2
38.75,15.0,0.0,0.0,1,2
