car_speed,orientation,p_x,p_y,road_shape,weather
35.470662206012165,2.0,7.849113560871109,2.7046615720308154,1,0
35.470662206012165,2.0,7.849113560871109,2.7046615720308154,2,0
24.220662206012165,2.0,7.849113560871109,2.7046615720308154,2,0
24.220662206012165,2.0,7.849113560871109,5.204661572030815,2,0
24.220662206012165,2.0,7.849113560871109,7.704661572030815,2,0
24.220662206012165,2.0,5.349113560871109,7.704661572030815,2,0
12.970662206012165,2.0,5.349113560871109,7.704661572030815,2,0
5.0,2.0,5.349113560871109,7.704661572030815,2,0
16.25,2.0,5.349113560871109,7.704661572030815,2,0
16.25,17.0,5.349113560871109,7.704661572030815,2,0
16.25,17.0,5.349113560871109,7.704661572030815,1,0
16.25,17.0,5.349113560871109,7.704661572030815,0,0
16.25,17.0,5.349113560871109,7.704661572030815,0,1
16.25,17.0,2.8491135608711087,7.704661572030815,0,1
16.25,17.0,5.349113560871109,7.704661572030815,0,1
16.25,17.0,5.349113560871109,7.704661572030815,0,2
16.25,2.0,5.349113560871109,7.704661572030815,0,2
5.0,2.0,5.349113560871109,7.704661572030815,0,2
5.0,2.0,5.349113560871109,7.704661572030815,0,1
5.0,2.0,2.8491135608711087,7.704661572030815,0,1
5.0,2.0,5.349113560871109,7.704661572030815,0,1
5.0,2.0,5.349113560871109,7.704661572030815,0,2
5.0,2.0,2.8491135608711087,7.704661572030815,0,2
5.0,-13.0,2.8491135608711087,7.704661572030815,0,2
5.0,-13.0,2.8491135608711087,7.704661572030815,0,1
16.25,-13.0,2.8491135608711087,7.704661572030815,0,1
16.25,-13.0,2.8491135608711087,7.704661572030815,1,1
5.0,-13.0,2.8491135608711087,7.704661572030815,1,1
5.0,-13.0,2.8491135608711087,7.704661572030815,1,0
5.0,-13.0,0.3491135608711087,7.704661572030815,1,0
5.0,-13.0,2.8491135608711087,7.704661572030815,1,0
5.0,-28.0,2.8491135608711087,7.704661572030815,1,0
5.0,-28.0,5.349113560871109,7.704661572030815,1,0
5.0,-28.0,7.849113560871109,7.704661572030815,1,0
16.25,-28.0,7.849113560871109,7.704661572030815,1,0
16.25,-28.0,7.849113560871109,7.704661572030815,0,0
16.25,-28.0,7.849113560871109,7.704661572030815,1,0
16.25,-28.0,7.849113560871109,10.0,1,0
16.25,-13.0,7.849113560871109,10.0,1,0
16.25,-13.0,5.349113560871109,10.0,1,0
16.25,-13.0,5.349113560871109,10.0,2,0
16.25,-13.0,7.849113560871109,10.0,2,0
16.25,-13.0,7.849113560871109,7.5,2,0
16.25,-13.0,7.849113560871109,7.5,2,1
16.25,-13.0,7.849113560871109,7.5,2,0
16.25,-13.0,7.849113560871109,7.5,2,1
16.25,-13.0,10.0,7.5,2,1
16.25,-13.0,10.0,7.5,2,0
16.25,-13.0,10.0,5.0,2,0
16.25,2.0,10.0,5.0,2,0
16.25,2.0,10.0,5.0,2,1
5.0,2.0,10.0,5.0,2,1
5.0,2.0,10.0,5.0,2,0
5.0,-13.0,10.0,5.0,2,0
5.0,-28.0,10.0,5.0,2,0
16.25,-28.0,10.0,5.0,2,0
5.0,-28.0,10.0,5.0,2,0
16.25,-28.0,10.0,5.0,2,0
16.25,-28.0,10.0,5.0,2,1
5.0,-28.0,10.0,5.0,2,1
5.0,-28.0,7.5,5.0,2,1
5.0,-30.0,7.5,5.0,2,1
5.0,-15.0,7.5,5.0,2,1
16.25,-15.0,7.5,5.0,2,1
16.25,-15.0,5.0,5.0,2,1
16.25,-30.0,5.0,5.0,2,1
16.25,-30.0,5.0,7.5,2,1
16.25,-30.0,2.5,7.5,2,1
16.25,-30.0,0.0,7.5,2,1
16.25,-30.0,0.0,7.5,2,0
16.25,-30.0,0.0,7.5,1,0
16.25,-30.0,0.0,7.5,2,0
5.0,-30.0,0.0,7.5,2,0
5.0,-15.0,0.0,7.5,2,0
5.0,-15.0,0.0,7.5,1,0
16.25,-15.0,0.0,7.5,1,0
16.25,-15.0,0.0,7.5,2,0
16.25,-30.0,0.0,7.5,2,0
16.25,-30.0,0.0,10.0,2,0
16.25,-30.0,0.0,10.0,2,1
16.25,-15.0,0.0,10.0,2,1
5.0,-15.0,0.0,10.0,2,1
5.0,0.0,0.0,10.0,2,1
5.0,-15.0,0.0,10.0,2,1
5.0,-15.0,0.0,10.0,2,0
5.0,0.0,0.0,10.0,2,0
16.25,0.0,0.0,10.0,2,0
16.25,15.0,0.0,10.0,2,0
16.25,0.0,0.0,10.0,2,0
5.0,0.0,0.0,10.0,2,0
16.25,0.0,0.0,10.0,2,0
5.0,0.0,0.0,10.0,2,0
16.25,0.0,0.0,10.0,2,0
16.25,0.0,0.0,10.0,1,0
16.25,15.0,0.0,10.0,1,0
27.5,15.0,0.0,10.0,1,0
16.25,15.0,0.0,10.0,1,0
16.25,0.0,0.0,10.0,1,0
16.25,15.0,0.0,10.0,1,0
16.25,15.0,0.0,7.5,1,0
16.25,15.0,0.0,5.0,1,0
16.25,30.0,0.0,5.0,1,0
16.25,30.0,0.0,5.0,2,0
16.25,30.0,0.0,5.0,1,0
16.25,30.0,2.5,5.0,1,0
16.25,30.0,5.0,5.0,1,0
16.25,30.0,2.5,5.0,1,0
16.25,30.0,5.0,5.0,1,0
16.25,15.0,5.0,5.0,1,0
16.25,15.0,5.0,5.0,2,0
16.25,15.0,5.0,5.0,1,0
16.25,15.0,5.0,5.0,2,0
16.25,15.0,5.0,5.0,1,0
16.25,15.0,5.0,5.0,2,0
16.25,0.0,5.0,5.0,2,0
5.0,0.0,5.0,5.0,2,0
5.0,0.0,5.0,5.0,1,0
5.0,0.0,5.0,5.0,0,0
5.0,0.0,5.0,2.5,0,0
5.0,0.0,5.0,0.0,0,0
5.0,0.0,5.0,0.0,0,1
5.0,0.0,7.5,0.0,0,1
5.0,0.0,7.5,0.0,1,1
16.25,0.0,7.5,0.0,1,1
16.25,0.0,7.5,0.0,2,1
5.0,0.0,7.5,0.0,2,1
5.0,0.0,7.5,0.0,2,0
5.0,0.0,7.5,0.0,1,0
16.25,0.0,7.5,0.0,1,0
16.25,0.0,10.0,0.0,1,0
16.25,0.0,7.5,0.0,1,0
16.25,0.0,10.0,0.0,1,0
16.25,0.0,7.5,0.0,1,0
16.25,0.0,10.0,0.0,1,0
16.25,0.0,7.5,0.0,1,0
16.25,0.0,10.0,0.0,1,0
16.25,0.0,7.5,0.0,1,0
16.25,0.0,10.0,0.0,1,0
16.25,0.0,7.5,0.0,1,0
16.25,0.0,10.0,0.0,1,0
16.25,0.0,7.5,0.0,1,0
5.0,0.0,7.5,0.0,1,0
16.25,0.0,7.5,0.0,1,0
16.25,0.0,10.0,0.0,1,0
16.25,0.0,7.5,0.0,1,0
16.25,15.0,7.5,0.0,1,0
16.25,15.0,7.5,0.0,0,0
16.25,15.0,7.5,0.0,0,1
5.0,15.0,7.5,0.0,0,1
5.0,0.0,7.5,0.0,0,1
5.0,0.0,7.5,0.0,1,1
5.0,-15.0,7.5,0.0,1,1
5.0,-15.0,7.5,0.0,1,2
5.0,-30.0,7.5,0.0,1,2
5.0,-30.0,7.5,2.5,1,2
5.0,-30.0,5.0,2.5,1,2
5.0,-30.0,5.0,5.0,1,2
5.0,-30.0,5.0,2.5,1,2
5.0,-30.0,5.0,0.0,1,2
5.0,-30.0,2.5,0.0,1,2
5.0,-30.0,0.0,0.0,1,2
5.0,-30.0,0.0,0.0,0,2
5.0,-30.0,0.0,0.0,1,2
5.0,-30.0,0.0,0.0,0,2
5.0,-30.0,0.0,0.0,1,2
5.0,-30.0,0.0,0.0,0,2
5.0,-30.0,0.0,0.0,1,2
5.0,-30.0,0.0,0.0,0,2
5.0,-30.0,0.0,0.0,1,2
5.0,-30.0,0.0,0.0,0,2
5.0,-30.0,0.0,0.0,1,2
5.0,-30.0,0.0,0.0,0,2
5.0,-30.0,0.0,0.0,1,2
5.0,-30.0,0.0,0.0,0,2
5.0,-30.0,0.0,0.0,1,2
5.0,-30.0,0.0,0.0,0,2
5.0,-30.0,0.0,0.0,1,2
5.0,-30.0,0.0,0.0,0,2
5.0,-30.0,0.0,0.0,1,2
5.0,-30.0,0.0,0.0,0,2
5.0,-30.0,0.0,0.0,1,2
5.0,-30.0,0.0,0.0,0,2
5.0,-30.0,0.0,0.0,1,2
5.0,-30.0,0.0,0.0,0,2
5.0,-30.0,0.0,0.0,1,2
5.0,-30.0,0.0,0.0,0,2
5.0,-30.0,0.0,0.0,1,2
5.0,-30.0,0.0,0.0,0,2
5.0,-30.0,0.0,0.0,1,2
5.0,-30.0,0.0,0.0,0,2
5.0,-30.0,0.0,0.0,1,2
