car_speed,orientation,p_x,p_y,road_shape,weather
34.18237489904974,-18.0,7.013695409686748,10.0,0,0
34.18237489904974,-18.0,7.013695409686748,7.5,0,0
34.18237489904974,-18.0,9.513695409686747,7.5,0,0
34.18237489904974,-30.0,9.513695409686747,7.5,0,0
22.93237489904974,-30.0,9.513695409686747,7.5,0,0
22.93237489904974,-15.0,9.513695409686747,7.5,0,0
22.93237489904974,-15.0,9.513695409686747,5.0,0,0
22.93237489904974,-15.0,9.513695409686747,7.5,0,0
22.93237489904974,-15.0,9.513695409686747,7.5,1,0
22.93237489904974,-15.0,10.0,7.5,1,0
22.93237489904974,-15.0,10.0,5.0,1,0
22.93237489904974,-15.0,10.0,5.0,2,0
22.93237489904974,-15.0,7.5,5.0,2,0
22.93237489904974,-15.0,10.0,5.0,2,0
22.93237489904974,-15.0,10.0,5.0,2,1
22.93237489904974,-15.0,10.0,5.0,1,1
22.93237489904974,-15.0,10.0,2.5,1,1
22.93237489904974,0.0,10.0,2.5,1,1
22.93237489904974,0.0,10.0,0.0,1,1
22.93237489904974,0.0,10.0,0.0,2,1
22.93237489904974,0.0,7.5,0.0,2,1
22.93237489904974,0.0,7.5,0.0,2,0
34.18237489904974,0.0,7.5,0.0,2,0
34.18237489904974,0.0,7.5,2.5,2,0
22.93237489904974,0.0,7.5,2.5,2,0
22.93237489904974,0.0,7.5,5.0,2,0
34.18237489904974,0.0,7.5,5.0,2,0
34.18237489904974,-15.0,7.5,5.0,2,0
45.43237489904974,-15.0,7.5,5.0,2,0
45.43237489904974,-15.0,5.0,5.0,2,0
34.18237489904974,-15.0,5.0,5.0,2,0
34.18237489904974,0.0,5.0,5.0,2,0
34.18237489904974,0.0,7.5,5.0,2,0
45.43237489904974,0.0,7.5,5.0,2,0
45.43237489904974,15.0,7.5,5.0,2,0
45.43237489904974,30.0,7.5,5.0,2,0
45.43237489904974,30.0,7.5,2.5,2,0
45.43237489904974,30.0,10.0,2.5,2,0
45.43237489904974,30.0,10.0,0.0,2,0
45.43237489904974,15.0,10.0,0.0,2,0
45.43237489904974,15.0,10.0,2.5,2,0
50.0,15.0,10.0,2.5,2,0
50.0,30.0,10.0,2.5,2,0
50.0,30.0,10.0,0.0,2,0
50.0,30.0,10.0,0.0,1,0
50.0,30.0,10.0,0.0,2,0
50.0,30.0,10.0,0.0,1,0
38.75,30.0,10.0,0.0,1,0
27.5,30.0,10.0,0.0,1,0
27.5,15.0,10.0,0.0,1,0
27.5,15.0,10.0,0.0,1,1
27.5,15.0,10.0,2.5,1,1
38.75,15.0,10.0,2.5,1,1
50.0,15.0,10.0,2.5,1,1
50.0,15.0,10.0,2.5,1,0
50.0,30.0,10.0,2.5,1,0
50.0,30.0,7.5,2.5,1,0
50.0,30.0,7.5,2.5,2,0
50.0,30.0,7.5,5.0,2,0
50.0,30.0,5.0,5.0,2,0
50.0,30.0,5.0,7.5,2,0
50.0,30.0,5.0,7.5,1,0
50.0,30.0,7.5,7.5,1,0
50.0,30.0,5.0,7.5,1,0
50.0,30.0,5.0,7.5,2,0
50.0,30.0,7.5,7.5,2,0
50.0,30.0,7.5,5.0,2,0
50.0,30.0,7.5,2.5,2,0
