car_speed,orientation,p_x,p_y,road_shape,weather
12.3038,-22,2.3153,9.1036,1,2
22.7866,-8,6.3339,9.6709,1,2
16.0919,-24,9.4989,4.2529,1,1
33.6127,5,5.1946,4.4286,0,0
47.1159,11,6.7818,3.9442,0,2
45.1855,10,2.4654,7.1987,2,2
31.1342,20,4.171,4.1414,2,1
49.343,13,9.7672,2.531,0,0
30.756,8,5.2461,3.9777,0,0
34.5223,16,5.7567,0.2325,1,2
13.7547,-9,0.5398,7.8303,2,1
13.2069,0,2.0262,4.4735,0,1
13.8919,19,5.3015,7.3642,1,1
18.0509,-10,7.2533,5.2043,2,2
16.0226,5,6.9362,4.312,0,1
25.8971,0,8.825,1.858,2,2
7.3018,-5,7.6058,3.3176,0,2
48.6282,-8,0.4887,2.5077,1,0
42.819,-17,7.1564,2.0338,2,1
5.376,-24,5.0541,2.0069,0,0
21.4235,24,2.128,9.6666,1,2
19.3371,2,1.7086,4.0996,0,0
48.7267,18,8.2928,7.3482,2,1
7.034,8,1.686,2.3026,1,2
18.6625,-14,5.0087,4.5048,1,2
12.6764,23,1.1797,9.0759,2,2
40.5911,-14,2.5759,5.0379,1,0
10.4538,19,8.0534,7.48,2,1
34.7283,-24,5.9272,2.4984,1,0
27.4795,-20,1.1705,5.7502,0,2
14.9304,-23,8.2044,9.283,0,1
17.6656,19,5.9844,8.7578,1,0
19.2102,-27,7.6505,8.684,0,1
48.7552,19,6.3972,8.6356,2,0
12.1096,5,7.7612,0.507,1,0
6.9698,5,6.381,4.2659,1,1
28.6287,22,2.0982,2.8628,2,0
17.9791,15,8.2174,4.5219,2,2
8.9691,28,5.7591,0.485,1,0
47.2755,12,4.6153,5.5372,2,1
41.3091,-6,7.6682,5.9553,1,1
12.2557,11,5.4112,6.5533,2,1
23.8609,12,0.7574,0.9455,0,2
43.8526,12,6.5468,8.0487,0,2
8.9271,-16,1.5213,2.8829,0,1
16.026,-11,6.169,9.4929,0,2
15.7368,5,6.578,7.8996,0,2
16.1064,-18,5.9723,4.3332,2,0
7.9742,21,4.9175,9.0348,0,2
46.7478,-6,4.1893,8.5542,0,2
40.8587,25,6.2922,1.8925,0,2
14.6379,11,8.7373,3.6898,1,1
46.242,28,2.9176,0.3206,2,2
31.6525,-9,0.4645,5.8051,2,2
24.471,25,5.4814,2.6951,1,0
19.9473,-12,3.7159,8.7699,2,0
13.7053,18,8.0332,1.7783,1,1
41.6751,6,3.8109,9.936,1,2
46.9462,-12,8.1095,3.6393,1,1
49.7766,25,2.55,8.5612,0,2
28.985,9,5.088,0.276,0,0
23.1952,21,0.114,3.5897,0,2
19.9023,-8,4.9434,9.3835,0,2
24.1379,-3,1.2724,8.6211,0,0
9.4552,-28,4.251,8.4213,2,1
42.8871,8,4.2631,2.755,1,1
44.0443,-1,9.3958,4.0164,0,1
37.8875,-22,8.2115,1.9227,0,1
10.624,13,0.2759,5.7147,2,0
19.9578,14,5.7019,2.6487,1,2
7.1009,-29,5.638,7.1841,1,0
26.2082,-7,0.1282,1.8559,0,2
23.7243,-28,4.2664,4.1046,0,0
22.7118,-19,2.0868,7.3366,1,1
39.2364,7,3.5324,8.2282,2,1
16.6242,-30,0.5163,1.4781,2,2
28.96,-9,5.7969,7.6347,0,0
20.291,-21,1.4645,5.0161,0,0
20.2485,8,9.9089,9.7763,2,2
33.2492,24,3.8118,2.7637,0,1
22.2011,5,6.6515,9.5177,2,2
28.7381,4,8.1851,1.7696,1,0
36.926,-24,8.4535,5.7914,1,2
39.5024,-7,7.8885,2.0077,2,2
19.2612,-18,6.7922,1.8124,2,1
11.1549,-12,7.2102,8.33,2,2
19.3382,-2,0.8544,0.156,2,1
21.0018,-6,2.4773,8.3334,1,0
41.7417,-24,5.5134,7.7528,2,2
41.1246,-12,5.4767,9.5095,2,2
17.8695,-9,2.1328,2.1613,0,1
24.2331,1,5.7218,3.682,2,0
42.6033,-7,7.0137,1.8148,1,1
8.7573,-6,4.7823,2.6286,1,2
29.8804,11,4.5096,0.5337,1,2
21.242,-6,3.524,7.8718,2,1
12.9785,12,5.8787,0.628,1,2
20.0888,-15,9.2588,9.2234,1,0
