car_speed,orientation,p_x,p_y,road_shape,weather
45.6111,-3,4.788,4.4758,1,2
9.9756,26,6.3327,0.6996,2,0
29.5225,-14,3.4405,3.1907,0,0
41.8673,4,5.1271,1.1619,1,1
44.6149,-1,9.617,5.9861,0,1
18.8875,1,7.4373,1.5991,0,1
16.0339,-4,9.8218,2.3174,1,2
46.3561,14,0.3937,2.8436,1,1
8.7204,23,2.8715,6.099,0,1
47.0583,-27,5.3452,4.4859,0,1
22.7263,30,8.4371,7.5192,2,2
9.2964,-1,3.1645,5.2963,2,2
38.8643,20,4.0939,1.5647,0,0
36.1535,22,7.7697,1.1833,2,0
6.8805,-17,9.4031,7.6458,2,1
43.8938,3,6.8359,9.0457,2,1
40.2215,15,5.147,0.5444,2,2
13.3246,-20,4.1928,4.2171,0,2
41.3016,-13,7.3782,0.7931,0,1
49.0749,-14,4.3797,8.4132,1,0
44.3206,3,5.4599,1.8982,0,1
23.7678,-20,7.1489,9.2724,2,2
35.9258,-7,0.6661,0.2883,1,2
38.8621,-19,2.7977,1.2383,1,0
36.245,-8,4.3314,0.1222,1,2
43.8688,-20,2.4821,5.9451,1,0
20.1034,-18,9.8998,5.6103,0,1
46.2816,-17,0.8254,9.7427,0,0
46.2699,-19,8.1776,0.6868,0,1
40.4998,21,2.8473,1.4225,1,0
26.246,3,9.3112,3.2135,0,0
41.7705,19,6.0264,5.9077,1,1
42.3554,19,8.7539,2.9373,0,0
27.5093,12,6.7489,1.8277,0,0
18.1404,1,8.5626,6.3444,0,2
36.3951,23,7.8937,3.6736,0,2
46.23,-18,9.7109,2.0579,0,0
45.8937,-4,9.661,0.9589,1,1
16.1936,1,7.4741,7.7926,2,0
9.4384,-2,7.0594,5.3329,0,0
15.6832,-12,6.3328,4.4133,0,2
37.7952,-7,3.9762,7.6544,1,0
14.6088,3,2.1376,7.5878,2,2
10.5848,30,3.6743,5.6969,0,0
48.3415,-2,4.4651,1.8666,0,2
38.2832,11,7.1595,3.4809,0,1
44.2539,2,1.2044,7.1226,2,1
13.1358,-18,8.9739,7.3793,1,1
12.6441,-9,8.7141,4.7957,0,1
17.6458,-10,5.1549,8.0105,0,0
7.2349,-23,7.5761,0.0998,2,0
10.5731,-20,8.4737,9.5099,0,2
22.4899,-29,8.7585,2.8726,0,2
41.9858,9,8.5204,1.1646,2,0
13.0517,10,4.8089,2.4973,2,2
46.6941,-21,0.5069,1.4494,0,1
48.3164,-1,9.29,1.1977,1,2
26.4891,3,8.723,1.3202,1,0
39.3463,-26,7.3681,8.5767,2,2
10.1658,8,2.5995,5.1202,1,0
31.352,19,5.7843,8.5523,1,1
13.3448,-17,9.6037,8.0967,0,1
45.8416,3,7.4749,6.5727,2,1
43.9431,-4,5.4003,6.6221,2,2
43.5691,-8,9.3887,1.5863,0,0
33.8526,0,5.9437,6.4579,1,2
44.5815,15,3.2944,5.9586,2,2
46.8879,1,5.3622,8.6468,2,0
35.2259,19,0.4117,7.7312,2,1
5.249,-25,5.1001,7.871,1,2
21.363,19,4.5975,5.9085,2,2
49.4113,-12,1.2398,3.7423,2,2
29.9419,-8,2.24,9.638,0,0
26.4575,21,7.4654,5.5246,2,2
44.9245,16,3.7495,0.0712,2,2
47.7904,15,6.1401,4.969,2,0
31.3679,13,5.3167,6.8763,0,0
44.742,7,9.8007,7.9686,0,1
6.0702,-25,5.9346,9.3085,2,1
31.815,7,7.0321,8.3347,0,1
40.5988,-28,8.7747,6.0367,1,1
38.3692,18,3.318,0.7418,0,1
38.3014,-13,1.8494,2.4698,0,2
47.7543,10,8.6948,2.5849,0,2
35.1497,6,0.7057,9.8984,1,0
28.8062,5,7.3367,7.4152,2,1
7.3732,15,0.362,5.1022,0,0
42.3098,6,7.3593,7.0215,1,0
40.3841,-4,6.1028,2.1826,2,2
49.1896,-19,0.805,1.1254,2,2
40.2099,25,4.3041,1.2235,0,2
30.1484,28,1.6948,7.4445,2,0
31.9202,20,4.2913,3.6169,2,1
32.1687,-2,4.4923,4.232,2,2
40.4262,20,7.9151,8.2895,0,0
13.4643,20,9.3885,6.4052,1,2
42.4376,-16,1.3579,1.047,2,1
37.012,14,6.1405,8.716,0,1
49.3211,-14,0.6587,5.402,1,0
41.8396,-28,4.6135,9.4276,1,1
11.6945,9,3.2724,3.4834,0,0
11.1574,-19,7.4829,7.8522,2,2
19.5412,-18,2.4064,1.5808,0,2
40.3152,-19,6.9224,6.7707,2,0
22.1331,29,5.9676,2.0236,0,1
8.9672,-12,5.366,7.5142,1,2
11.221,15,6.4828,5.0294,1,0
29.5653,-17,3.5259,7.4806,2,1
15.0535,2,7.2237,2.4444,1,0
8.1163,-23,1.1455,8.7332,2,2
24.3373,12,9.0755,2.8849,1,1
22.5586,14,8.062,0.891,0,2
14.9778,17,7.2202,5.0325,1,2
37.5962,12,4.5276,4.7792,2,1
22.9175,-11,1.5316,8.0357,1,2
35.3505,8,8.9716,6.7809,0,2
12.5584,22,9.7529,0.7833,2,0
20.544,-21,1.7586,9.9657,1,1
15.3192,4,5.9453,4.9675,0,0
14.8157,28,8.6024,2.2152,1,2
42.4109,21,0.0889,5.0477,1,1
32.0727,-2,3.9643,1.4727,1,1
16.28,-21,8.6913,3.8163,1,1
47.7337,-1,2.7988,8.6412,2,1
36.5686,-2,0.5899,2.8464,2,1
44.4472,-17,2.608,6.1219,1,2
6.7785,-18,1.6477,7.6074,0,0
29.2989,-27,2.5567,7.3871,0,0
37.4754,4,2.1738,4.9109,2,2
39.7746,6,5.924,5.1667,2,2
11.4226,-24,7.9092,7.4885,0,2
48.379,15,5.8938,6.5447,1,1
14.7625,12,9.2351,8.4533,1,1
27.0391,-29,4.4265,9.5248,1,2
31.3737,28,3.6011,0.8074,2,1
43.8403,-2,1.6095,1.3891,2,2
39.9026,16,7.9782,5.8038,1,1
17.8034,7,3.2955,9.2035,1,0
22.0365,13,9.1403,6.6038,1,0
26.8678,23,8.5599,1.5651,1,1
16.696,11,7.2239,7.4008,1,0
7.0431,20,4.4535,5.0756,1,1
39.5335,-11,8.5122,9.0484,2,2
23.5533,-1,8.4955,9.2846,2,0
14.6198,-4,0.5913,6.4112,1,2
8.3737,-19,8.779,0.0131,1,2
26.3822,-29,3.6056,2.709,2,1
29.9913,9,1.0906,8.8416,0,1
35.42,-14,5.0608,3.4185,2,2
11.1706,1,3.1385,8.3192,1,1
12.1818,-1,5.6867,2.9428,0,2
45.377,-8,8.5903,6.8257,1,2
23.9317,-10,5.3242,0.0899,1,2
49.2458,-6,6.0391,6.1724,1,2
46.8874,-20,1.4699,6.1057,2,1
11.6845,23,3.8917,6.5747,2,0
46.6454,-9,8.4953,8.632,1,1
14.833,26,3.946,9.7623,0,0
38.8222,5,9.4408,2.3154,1,1
21.3294,-13,2.6187,8.6282,2,0
26.1828,-11,7.3844,5.7847,2,2
5.064,-16,5.7703,1.5438,2,1
15.0822,-16,4.8897,4.3144,1,0
12.0765,-16,7.8105,5.1053,2,2
24.4519,-20,8.9719,4.8602,2,2
24.1669,19,7.3655,3.3363,1,2
40.2108,26,2.9033,6.5176,1,1
35.2574,28,8.0296,7.207,0,1
30.6929,16,5.5888,4.4682,0,1
37.6577,-21,9.0912,7.3243,0,2
5.7625,-15,8.7784,2.7078,1,1
22.4139,-6,7.2811,0.9047,1,1
5.2589,24,1.3403,4.299,2,0
9.8005,-25,7.9009,5.0326,0,1
45.8017,-23,6.4009,1.1104,2,2
13.6966,20,1.0731,7.7987,0,2
32.3678,0,8.2391,4.427,1,0
47.0963,16,6.7956,2.0035,0,1
43.9919,-7,7.469,5.5564,2,1
46.4319,-30,5.0257,4.3194,0,1
29.1859,8,8.1094,2.7801,0,2
10.8387,29,6.4403,9.7136,2,1
5.5623,-8,1.7298,2.308,0,1
21.9983,14,1.3648,8.5778,0,0
32.7127,-14,3.8083,4.7488,1,2
26.2246,22,0.5285,3.3693,1,0
29.223,21,3.8796,6.9825,1,0
42.8954,26,8.5186,7.2129,1,2
5.6717,-5,7.6514,6.0035,0,1
41.0338,29,1.2551,8.076,2,1
39.3105,23,6.5195,3.2333,1,1
13.4104,-11,0.8114,8.0166,2,0
10.974,0,9.6854,8.7524,2,1
15.8727,28,5.426,6.345,1,2
28.5393,2,2.0084,3.7831,1,0
32.2758,19,1.3707,3.1515,2,1
31.7577,-26,2.2751,1.5357,1,2
31.7687,21,2.4634,6.9171,1,2
45.6663,-23,9.3133,7.7521,1,0
9.5012,-4,4.3279,1.2163,2,0
28.7376,3,4.5281,2.5741,0,1
41.0023,16,5.2323,0.4302,1,0
41.2919,22,1.6341,0.8255,2,0
18.5266,12,2.8292,9.045,1,1
5.2308,22,5.4657,7.1775,1,1
44.2198,-26,5.8847,5.4948,2,1
14.0214,-25,6.8023,8.9267,2,2
9.6003,-12,3.9257,0.1719,1,0
13.7294,26,9.8617,7.8634,2,1
29.5324,-7,3.7905,9.2696,1,1
13.7248,6,6.0656,9.2758,1,1
10.7273,22,3.4497,2.2724,0,1
44.1792,24,9.6198,9.9728,1,2
43.7052,2,3.7428,0.915,2,0
31.4104,29,6.5691,2.5475,2,1
42.5958,6,8.1799,8.5006,1,0
23.8481,-14,8.9022,4.7252,1,0
17.3306,-13,0.8415,1.6095,0,2
21.4666,-29,3.8129,1.5718,2,2
39.4107,10,1.4765,6.5544,0,1
13.4477,-12,2.7488,4.1307,1,1
27.0857,30,0.9991,3.273,1,0
46.6923,-24,2.1766,5.802,1,0
8.854,11,5.3679,0.5366,0,0
30.2492,-18,8.3712,7.6022,2,0
19.2073,-16,2.6473,4.0073,1,0
40.9219,-28,2.5037,4.9647,1,2
18.4869,19,5.077,9.3647,0,1
11.8639,-24,1.343,2.0512,0,1
25.3296,22,0.943,3.915,2,2
43.2417,-2,7.8196,1.9478,1,2
37.2202,-29,1.0925,5.0403,2,2
31.0221,-6,3.2307,4.324,1,2
15.5066,-17,1.3768,3.8403,2,1
46.2509,-11,8.8917,4.7005,2,1
47.7428,-18,3.8283,9.3664,1,0
6.0771,-6,9.5878,1.6377,0,2
35.2087,18,7.7237,2.9833,2,1
5.4943,-6,2.1979,2.9829,0,0
8.4718,-13,4.1157,0.2393,0,0
9.1046,10,3.4293,1.9295,0,0
18.5314,11,3.1597,9.4239,0,2
27.1289,25,8.7354,0.3875,1,2
27.7453,-1,9.0824,9.8873,0,2
46.5191,14,0.2996,8.2271,2,0
45.2251,26,1.01,2.3243,0,0
46.8488,-17,9.8411,2.5504,1,1
47.7797,-2,4.9348,2.0059,2,2
21.541,17,5.5949,0.6927,1,2
22.5325,-17,1.7076,2.5078,1,0
39.554,2,1.5862,7.022,2,0
12.3987,-21,5.3571,8.5744,2,1
18.4076,-15,2.8199,6.4128,2,2
44.4639,24,8.5198,6.2182,2,1
15.2871,-24,9.8136,5.5927,0,2
15.5446,-9,4.2037,2.4756,0,1
7.5194,17,1.6633,0.4749,0,1
33.1576,26,1.0441,4.7731,1,1
39.1921,-2,7.2763,9.814,1,2
19.5337,18,9.1758,1.4838,0,2
22.2711,-4,9.9837,5.0312,0,2
40.4271,-29,9.8719,4.0313,1,1
48.6919,5,2.482,6.5133,2,2
37.7035,7,2.6748,0.5409,1,2
17.2332,-30,8.1149,0.7384,1,2
38.8587,4,0.8086,1.2399,0,2
38.1995,-26,0.7934,6.4797,1,2
6.3816,-26,1.2715,5.8812,0,2
30.7502,-27,6.1721,0.2135,1,0
15.321,23,1.0198,3.8692,2,0
33.8255,-2,1.6029,0.5044,1,2
33.1052,6,3.6074,9.6874,2,2
36.694,19,1.0989,9.6547,0,0
34.2112,-19,9.3104,4.1824,0,2
23.8048,18,3.796,1.0561,1,1
43.5563,0,0.05,1.3177,1,2
47.3318,22,4.4094,8.4175,0,2
45.1477,-9,5.3457,1.9709,2,0
5.5707,15,0.6372,9.8887,1,1
36.07,12,1.2572,5.8769,2,2
25.7946,13,0.4989,5.4,1,0
32.8625,-18,4.1109,0.5082,0,1
49.0442,-16,2.455,6.7476,1,1
5.3245,-21,8.7508,0.8502,0,0
43.7915,-3,8.3355,3.3,2,0
9.8688,-21,3.9169,0.2973,0,0
43.4437,24,5.7411,4.0244,1,0
29.8569,3,1.5715,1.3746,1,0
11.3159,-1,2.7289,8.325,2,1
22.2359,-25,7.6431,3.1939,2,0
46.3774,27,2.2077,8.6579,1,0
40.8755,-2,6.4863,5.4938,0,2
9.3601,3,6.6412,1.3783,0,2
26.7911,-5,7.1547,3.855,0,0
37.1333,-22,0.0245,3.1754,0,0
42.4855,28,7.7032,0.6839,2,2
16.1436,-29,0.1114,9.4009,0,2
25.7369,20,5.8674,1.5257,2,0
17.2561,-12,1.1505,1.64,2,2
44.8626,2,3.0223,3.502,0,2
17.2248,-13,7.5339,3.8782,1,0
15.6314,27,1.2708,0.5551,1,1
9.6381,14,2.4116,0.3086,0,2
10.2901,27,5.4841,3.7906,1,1
25.2496,29,3.247,8.4143,0,1
17.954,28,6.1423,8.2123,0,1
35.6615,8,3.8463,8.3082,0,2
37.0746,11,4.7142,4.3647,1,2
22.4205,-2,0.7431,7.0799,2,1
40.776,-12,6.8012,5.9529,0,0
17.6037,0,9.6749,3.6484,1,1
39.2592,-8,5.0467,9.9669,0,2
16.4176,-12,8.0594,2.3124,0,0
44.012,-30,9.3403,2.3769,2,1
42.7853,8,4.0214,9.7231,0,0
31.9869,-1,8.904,2.6703,2,0
39.4759,13,2.2935,6.1044,1,2
18.7249,-29,4.5055,9.8918,1,1
49.7729,12,8.0566,9.0469,0,2
35.5142,-20,9.2425,9.4151,0,1
46.9808,7,6.8266,2.8726,0,2
27.3052,9,8.1864,2.3842,2,2
25.8883,28,1.9325,8.1681,2,1
23.0137,-13,2.6544,7.9672,1,0
12.9201,-12,0.4172,4.6623,0,1
11.3168,5,1.8829,4.9163,0,1
5.6812,13,0.4159,2.4733,0,2
17.2493,-16,9.6068,2.6931,1,2
42.3636,30,4.6183,0.4349,0,2
9.6896,-20,3.6039,7.1798,1,2
22.9616,10,4.7215,9.8376,0,2
42.9642,-10,7.0805,0.8026,1,2
46.6123,29,3.6506,9.8365,2,0
47.3733,-2,2.1732,3.8936,2,0
19.9698,-5,2.9258,5.9356,1,2
40.9089,-25,4.137,5.5309,2,1
10.8623,10,0.0837,1.6807,0,0
45.1287,28,2.331,8.596,1,2
17.9777,9,8.7006,8.6308,2,2
19.8682,22,3.6009,3.0978,0,2
30.9879,26,7.2145,1.3147,0,1
8.224,-5,3.5909,2.8245,0,0
41.4953,-1,5.7623,4.1238,2,2
9.4076,-6,0.3435,2.1474,2,2
46.9853,-18,3.0407,9.9409,1,0
16.7556,-12,2.6581,8.4026,0,0
7.954,24,9.041,9.3155,2,1
35.1929,-12,3.5782,7.258,0,0
45.8186,22,1.0168,9.1512,1,0
25.3719,12,8.2898,5.7359,1,1
13.3871,-5,9.2219,8.8946,2,2
31.9599,14,8.8851,6.3314,1,2
29.4601,28,6.7536,0.6213,0,2
23.7529,-5,6.3519,1.6931,2,2
5.4435,-16,5.0728,2.5872,1,0
44.5121,6,4.2997,5.6619,1,0
34.2719,-19,0.0359,5.262,1,0
34.9303,26,6.2179,0.8618,1,2
8.394,28,2.8293,9.9647,2,1
43.497,-11,0.8045,6.7949,1,1
46.621,26,6.9293,0.3154,1,1
48.3411,-7,9.2023,7.0708,0,2
38.2799,8,9.7468,0.9151,0,0
40.9532,7,9.4597,8.5408,2,1
19.0227,-1,4.7067,1.8422,0,0
20.5302,1,9.8246,3.0196,0,2
21.4669,0,5.4136,3.3073,2,1
8.8018,-3,3.2133,8.8824,1,1
35.312,22,6.3002,8.2469,1,1
9.1591,20,6.9434,2.0939,1,2
26.5387,5,6.3762,8.7338,1,2
42.6365,12,8.7515,3.5682,2,1
34.5119,25,1.5669,5.3153,2,2
9.3744,-30,4.5176,7.7818,0,1
28.2446,30,3.301,3.4573,0,1
11.8075,-4,8.3793,4.1795,1,0
45.4871,8,3.216,8.7731,1,0
30.7306,-28,2.7507,2.9426,0,0
7.9211,0,3.7496,3.4163,1,1
7.1137,24,3.6274,5.0799,0,0
43.0759,21,2.2872,3.8637,2,1
32.7068,3,3.8561,8.4144,0,0
13.4167,-8,8.6005,7.6704,1,0
7.2664,-3,6.292,7.6624,0,0
43.4315,-11,9.8398,6.0627,2,2
44.6321,-14,4.0427,1.0619,1,1
26.5585,-19,8.2432,0.9625,1,2
26.5678,21,3.9078,3.7945,1,2
30.7998,-23,2.2784,9.6898,1,2
33.4613,-9,1.6912,1.997,2,2
10.8334,-26,9.8355,7.6572,0,0
49.8733,-12,6.8494,4.2153,2,0
29.5503,18,7.4818,1.6692,1,2
44.8069,25,0.4811,1.8229,1,2
10.4707,-26,1.6707,5.5626,2,2
18.6097,-3,2.9603,7.7341,1,1
11.062,-2,0.997,4.6741,2,1
6.011,22,1.819,8.4758,2,0
15.5651,24,2.4279,1.1874,0,2
35.7716,22,4.9773,1.4573,2,1
40.2926,7,8.5387,9.6938,0,1
21.4238,20,5.9935,3.309,2,1
46.5812,24,2.8876,4.9443,0,1
40.109,-22,9.135,9.4824,1,2
25.342,6,1.7908,8.5572,2,0
46.611,-17,1.9071,2.2022,2,2
36.8059,13,9.9337,7.6595,0,2
17.094,-3,3.5417,2.2104,0,1
24.0537,-13,9.2279,5.48,2,2
25.6475,9,3.8548,6.3121,2,0
28.6583,20,1.7763,7.215,2,1
30.0783,-20,0.8759,9.2567,2,0
34.6139,8,5.8262,1.5571,1,2
11.0955,29,3.7476,0.0145,2,0
15.6268,-5,7.7314,3.6111,1,1
32.9662,-14,7.6144,8.3047,0,2
38.426,-7,6.944,2.8173,1,0
27.8587,-22,6.3697,9.329,2,1
9.2329,2,9.978,9.8389,1,1
20.8661,-6,3.9662,4.3245,0,2
9.5304,-10,9.9197,4.3423,0,0
40.6697,-16,5.8342,0.7413,1,2
48.8867,3,1.3498,1.4806,2,1
49.6441,17,0.8235,2.6802,2,1
39.5618,14,9.6677,5.0869,1,0
17.9513,2,9.7044,6.8829,1,1
34.7128,17,8.0675,5.4098,2,1
23.4722,-12,7.957,0.6284,2,1
6.6848,-17,2.7141,0.9384,1,1
22.764,-23,4.8552,3.371,0,1
45.3606,-4,7.0558,2.4507,2,0
9.0974,-28,2.7156,2.5448,1,1
20.1012,-29,6.5394,8.6306,0,0
13.9297,-19,5.3182,1.3112,1,0
9.9368,-8,3.1616,9.7047,0,2
16.3243,28,5.013,5.7116,0,2
32.217,-24,3.405,4.6961,1,0
47.5843,-19,4.0637,2.2379,0,2
13.5255,16,4.5399,4.135,0,2
17.249,-18,1.5994,3.6653,2,2
7.3377,11,5.7872,9.8438,0,0
18.5121,5,8.9776,9.4531,2,1
23.5619,21,0.9907,2.7153,0,2
10.0409,-22,9.005,6.5159,1,2
46.8314,19,3.9099,0.9038,0,2
12.8322,-20,7.96,5.2199,0,0
37.3131,-3,1.6156,7.4578,0,2
38.0674,20,3.4706,3.7689,2,0
18.2659,-26,4.6466,3.1063,2,2
29.9016,16,8.0037,9.4359,2,2
6.7211,27,1.0343,7.758,2,1
43.1549,-17,0.199,3.3888,0,2
