car_speed,orientation,p_x,p_y,road_shape,weather
42.221,0,5.1687,4.7404,1,0
32.3513,16,9.2342,4.6378,1,0
42.9364,-11,0.3676,3.4535,1,2
18.5794,2,5.4276,2.9552,1,1
7.041,-24,4.8737,0.8323,1,1
17.8712,28,6.262,3.2135,1,2
19.8725,23,4.8668,5.1725,1,2
9.668,-13,8.8324,8.8174,1,0
41.1644,11,7.6697,7.2708,1,0
13.2548,-22,0.5435,5.0284,2,0
36.1018,20,0.6553,4.9844,2,1
20.5894,-21,4.529,7.2299,1,2
38.0041,-4,6.9932,8.9322,0,0
44.6563,2,6.4522,8.7691,0,1
10.3582,-14,3.4212,9.6117,0,1
43.7416,-8,2.853,5.5506,1,1
47.8622,-19,8.2932,6.6255,0,2
22.9431,0,0.6665,5.3157,0,2
32.6675,14,3.763,7.7165,2,1
39.7276,15,0.3141,4.3188,1,0
36.3425,26,0.0424,0.665,2,1
45.7125,-29,4.7482,0.6023,0,0
26.1206,-14,0.0272,0.1272,1,0
47.9799,23,6.2572,5.5533,0,1
9.682,-28,5.1202,2.0519,2,0
29.7548,-6,3.264,9.8056,0,2
10.6511,-22,9.1427,5.9593,1,2
28.8162,-7,8.0215,2.6542,2,0
49.2956,-17,3.9243,8.9021,1,0
7.5494,5,0.1585,0.1118,0,0
15.5119,-29,2.1491,5.4058,1,1
29.9076,-13,0.7293,0.1012,2,1
38.8962,18,9.0258,1.6659,0,1
18.7085,-11,1.3172,7.7596,0,1
41.8523,-3,7.6429,1.3955,0,2
8.0512,-8,9.429,5.2533,2,2
34.4057,27,9.5704,0.2591,0,1
31.002,7,0.8284,9.2516,1,0
34.9938,-19,5.1786,3.3636,1,0
17.1409,-25,5.5594,3.134,1,0
29.0795,-5,7.6379,8.222,0,1
41.6731,12,3.6351,8.5725,0,1
20.5264,-5,0.3096,4.7967,1,1
27.6319,7,2.1636,3.3021,1,1
18.8231,25,7.4217,0.7325,1,0
12.4701,12,4.0827,3.3106,2,0
29.4879,6,0.1531,4.4998,1,0
29.2116,-16,0.1555,5.3394,0,0
8.6941,-18,3.9438,2.5709,2,1
9.2033,-27,1.5892,7.4244,2,0
49.01,-27,9.135,2.7275,2,1
20.5575,-3,3.1831,1.1685,1,1
31.8638,3,6.4734,7.4627,1,0
36.1218,9,9.9318,9.6957,0,0
33.0168,23,6.7285,1.0639,2,2
37.2136,-22,7.5663,8.1475,0,2
6.4317,17,0.2255,9.6,1,1
45.2365,10,1.7928,0.5721,1,1
35.9095,-22,0.7688,9.0334,2,1
30.9122,17,4.7856,8.3629,1,2
33.5538,-7,9.3334,3.682,1,0
18.1376,-24,5.4948,6.4815,0,0
17.9053,-24,6.7014,0.7534,2,1
43.876,-29,0.7572,8.5006,2,2
12.9548,-12,8.2265,2.8968,2,1
5.9215,29,1.4679,9.5542,0,1
46.6265,29,8.9126,9.4371,2,0
35.9555,-26,5.8456,4.1671,2,1
22.5055,27,7.2991,9.0089,2,2
40.2022,10,5.1896,5.8963,0,1
42.3025,25,9.4308,8.4024,0,2
32.0659,-15,6.4067,1.5391,0,2
5.2236,-12,3.5138,4.5339,0,2
38.5434,27,2.5101,6.9943,1,1
28.967,-23,5.7953,0.646,0,2
7.1714,2,7.2289,8.4138,1,1
42.0632,6,7.7444,4.3369,0,2
20.8202,-9,6.1844,7.2768,0,0
44.3771,-29,0.318,7.2615,0,1
14.6555,11,2.6403,9.258,0,1
30.0155,24,6.4419,6.58,1,0
42.7124,-27,5.5652,4.3187,2,2
16.585,-27,1.4454,7.0723,1,1
29.7518,26,3.9665,7.6426,0,2
32.5875,-30,9.4785,8.4273,0,1
13.6359,8,1.3888,6.1557,0,2
49.1045,-6,5.7374,8.1964,0,1
34.1104,0,2.8262,5.918,2,2
40.9497,8,4.5946,1.243,1,0
6.6263,9,2.2524,8.0997,0,0
41.7438,22,3.7875,6.8029,1,2
17.3878,-20,6.0999,4.5813,1,0
14.2334,-18,4.8101,2.9868,0,1
