car_speed,orientation,p_x,p_y,road_shape,weather
40.70030376927483,-14.0,10.0,4.850346279309453,0,0
40.70030376927483,1.0,10.0,4.850346279309453,0,0
40.70030376927483,1.0,10.0,2.350346279309453,0,0
40.70030376927483,-14.0,10.0,2.350346279309453,0,0
29.450303769274832,-14.0,10.0,2.350346279309453,0,0
29.450303769274832,-14.0,10.0,0.0,0,0
18.200303769274832,-14.0,10.0,0.0,0,0
6.950303769274832,-14.0,10.0,0.0,0,0
6.950303769274832,1.0,10.0,0.0,0,0
6.950303769274832,1.0,10.0,2.5,0,0
5.0,1.0,10.0,2.5,0,0
5.0,1.0,10.0,0.0,0,0
5.0,16.0,10.0,0.0,0,0
5.0,1.0,10.0,0.0,0,0
16.25,1.0,10.0,0.0,0,0
16.25,1.0,10.0,0.0,0,1
5.0,1.0,10.0,0.0,0,1
5.0,16.0,10.0,0.0,0,1
5.0,1.0,10.0,0.0,0,1
5.0,1.0,10.0,0.0,1,1
5.0,16.0,10.0,0.0,1,1
16.25,16.0,10.0,0.0,1,1
27.5,16.0,10.0,0.0,1,1
27.5,16.0,10.0,0.0,0,1
27.5,16.0,10.0,0.0,0,2
27.5,16.0,7.5,0.0,0,2
38.75,16.0,7.5,0.0,0,2
38.75,1.0,7.5,0.0,0,2
38.75,1.0,5.0,0.0,0,2
38.75,1.0,5.0,0.0,0,1
27.5,1.0,5.0,0.0,0,1
27.5,1.0,5.0,2.5,0,1
16.25,1.0,5.0,2.5,0,1
16.25,-14.0,5.0,2.5,0,1
27.5,-14.0,5.0,2.5,0,1
27.5,-14.0,5.0,5.0,0,1
27.5,-14.0,2.5,5.0,0,1
27.5,-14.0,2.5,2.5,0,1
27.5,1.0,2.5,2.5,0,1
27.5,1.0,2.5,2.5,0,0
27.5,-14.0,2.5,2.5,0,0
27.5,-14.0,5.0,2.5,0,0
27.5,-14.0,5.0,5.0,0,0
27.5,-14.0,5.0,2.5,0,0
27.5,-14.0,5.0,2.5,1,0
27.5,-14.0,5.0,5.0,1,0
27.5,-29.0,5.0,5.0,1,0
27.5,-29.0,5.0,7.5,1,0
27.5,-30.0,5.0,7.5,1,0
38.75,-30.0,5.0,7.5,1,0
27.5,-30.0,5.0,7.5,1,0
38.75,-30.0,5.0,7.5,1,0
38.75,-30.0,5.0,7.5,0,0
38.75,-30.0,7.5,7.5,0,0
50.0,-30.0,7.5,7.5,0,0
50.0,-30.0,7.5,7.5,1,0
50.0,-30.0,10.0,7.5,1,0
50.0,-30.0,10.0,5.0,1,0
38.75,-30.0,10.0,5.0,1,0
27.5,-30.0,10.0,5.0,1,0
27.5,-30.0,10.0,5.0,2,0
38.75,-30.0,10.0,5.0,2,0
27.5,-30.0,10.0,5.0,2,0
27.5,-30.0,10.0,5.0,1,0
27.5,-30.0,10.0,5.0,2,0
27.5,-30.0,10.0,5.0,1,0
27.5,-30.0,10.0,5.0,2,0
27.5,-30.0,10.0,5.0,1,0
27.5,-15.0,10.0,5.0,1,0
16.25,-15.0,10.0,5.0,1,0
16.25,-15.0,10.0,2.5,1,0
16.25,-30.0,10.0,2.5,1,0
27.5,-30.0,10.0,2.5,1,0
27.5,-30.0,10.0,5.0,1,0
27.5,-30.0,7.5,5.0,1,0
38.75,-30.0,7.5,5.0,1,0
38.75,-15.0,7.5,5.0,1,0
38.75,-15.0,10.0,5.0,1,0
38.75,-30.0,10.0,5.0,1,0
27.5,-30.0,10.0,5.0,1,0
16.25,-30.0,10.0,5.0,1,0
16.25,-30.0,7.5,5.0,1,0
16.25,-30.0,10.0,5.0,1,0
16.25,-30.0,10.0,5.0,0,0
16.25,-30.0,10.0,7.5,0,0
16.25,-30.0,7.5,7.5,0,0
16.25,-30.0,7.5,5.0,0,0
27.5,-30.0,7.5,5.0,0,0
27.5,-15.0,7.5,5.0,0,0
27.5,0.0,7.5,5.0,0,0
27.5,15.0,7.5,5.0,0,0
27.5,15.0,7.5,5.0,0,1
27.5,15.0,5.0,5.0,0,1
27.5,15.0,5.0,7.5,0,1
27.5,15.0,7.5,7.5,0,1
27.5,30.0,7.5,7.5,0,1
38.75,30.0,7.5,7.5,0,1
27.5,30.0,7.5,7.5,0,1
38.75,30.0,7.5,7.5,0,1
50.0,30.0,7.5,7.5,0,1
50.0,30.0,7.5,7.5,0,2
50.0,30.0,7.5,5.0,0,2
38.75,30.0,7.5,5.0,0,2
27.5,30.0,7.5,5.0,0,2
38.75,30.0,7.5,5.0,0,2
27.5,30.0,7.5,5.0,0,2
27.5,30.0,7.5,7.5,0,2
27.5,30.0,7.5,7.5,1,2
27.5,30.0,7.5,10.0,1,2
27.5,30.0,7.5,10.0,0,2
16.25,30.0,7.5,10.0,0,2
16.25,15.0,7.5,10.0,0,2
16.25,15.0,5.0,10.0,0,2
16.25,30.0,5.0,10.0,0,2
16.25,30.0,5.0,10.0,0,1
16.25,15.0,5.0,10.0,0,1
16.25,30.0,5.0,10.0,0,1
16.25,15.0,5.0,10.0,0,1
16.25,30.0,5.0,10.0,0,1
16.25,30.0,7.5,10.0,0,1
16.25,30.0,10.0,10.0,0,1
16.25,30.0,10.0,10.0,0,0
16.25,30.0,7.5,10.0,0,0
27.5,30.0,7.5,10.0,0,0
16.25,30.0,7.5,10.0,0,0
27.5,30.0,7.5,10.0,0,0
27.5,30.0,10.0,10.0,0,0
27.5,30.0,10.0,7.5,0,0
27.5,30.0,10.0,7.5,1,0
27.5,30.0,7.5,7.5,1,0
38.75,30.0,7.5,7.5,1,0
38.75,30.0,7.5,5.0,1,0
38.75,30.0,7.5,5.0,0,0
38.75,30.0,5.0,5.0,0,0
38.75,30.0,7.5,5.0,0,0
38.75,30.0,5.0,5.0,0,0
38.75,30.0,7.5,5.0,0,0
38.75,30.0,5.0,5.0,0,0
38.75,30.0,7.5,5.0,0,0
38.75,30.0,5.0,5.0,0,0
38.75,30.0,7.5,5.0,0,0
38.75,30.0,7.5,7.5,0,0
38.75,30.0,10.0,7.5,0,0
