car_speed,orientation,p_x,p_y,road_shape,weather
26.872164038184554,-21.0,1.031660342307158,3.96058242610681,0,0
38.12216403818455,-21.0,1.031660342307158,3.96058242610681,0,0
38.12216403818455,-21.0,1.031660342307158,1.4605824261068099,0,0
26.87216403818455,-21.0,1.031660342307158,1.4605824261068099,0,0
26.87216403818455,-21.0,1.031660342307158,3.96058242610681,0,0
26.87216403818455,-21.0,3.531660342307158,3.96058242610681,0,0
15.62216403818455,-21.0,3.531660342307158,3.96058242610681,0,0
15.62216403818455,-6.0,3.531660342307158,3.96058242610681,0,0
15.62216403818455,-6.0,1.0316603423071582,3.96058242610681,0,0
15.62216403818455,-6.0,1.0316603423071582,3.96058242610681,0,1
15.62216403818455,-6.0,1.0316603423071582,6.46058242610681,0,1
15.62216403818455,-6.0,1.0316603423071582,6.46058242610681,0,2
15.62216403818455,-6.0,1.0316603423071582,6.46058242610681,1,2
15.62216403818455,-6.0,3.531660342307158,6.46058242610681,1,2
26.87216403818455,-6.0,3.531660342307158,6.46058242610681,1,2
26.87216403818455,-6.0,3.531660342307158,6.46058242610681,0,2
26.87216403818455,-6.0,3.531660342307158,6.46058242610681,0,1
26.87216403818455,-6.0,6.031660342307158,6.46058242610681,0,1
15.62216403818455,-6.0,6.031660342307158,6.46058242610681,0,1
15.62216403818455,-6.0,6.031660342307158,6.46058242610681,1,1
15.62216403818455,-6.0,8.531660342307159,6.46058242610681,1,1
15.62216403818455,-6.0,8.531660342307159,3.96058242610681,1,1
15.62216403818455,-6.0,8.531660342307159,1.4605824261068099,1,1
15.62216403818455,-6.0,8.531660342307159,1.4605824261068099,0,1
15.62216403818455,-6.0,8.531660342307159,1.4605824261068099,0,0
15.62216403818455,-6.0,8.531660342307159,0.0,0,0
15.62216403818455,-6.0,8.531660342307159,0.0,0,1
5.0,-6.0,8.531660342307159,0.0,0,1
5.0,-21.0,8.531660342307159,0.0,0,1
5.0,-30.0,8.531660342307159,0.0,0,1
5.0,-30.0,10.0,0.0,0,1
5.0,-15.0,10.0,0.0,0,1
5.0,-15.0,10.0,0.0,0,0
5.0,-15.0,10.0,2.5,0,0
16.25,-15.0,10.0,2.5,0,0
16.25,0.0,10.0,2.5,0,0
5.0,0.0,10.0,2.5,0,0
5.0,0.0,10.0,2.5,0,1
16.25,0.0,10.0,2.5,0,1
16.25,0.0,10.0,2.5,1,1
16.25,0.0,10.0,2.5,2,1
16.25,0.0,10.0,2.5,1,1
16.25,0.0,10.0,2.5,2,1
16.25,-15.0,10.0,2.5,2,1
16.25,-15.0,10.0,2.5,2,2
16.25,-30.0,10.0,2.5,2,2
16.25,-30.0,10.0,2.5,2,1
16.25,-30.0,10.0,5.0,2,1
27.5,-30.0,10.0,5.0,2,1
27.5,-30.0,10.0,5.0,1,1
27.5,-30.0,10.0,5.0,1,2
27.5,-15.0,10.0,5.0,1,2
27.5,-15.0,10.0,5.0,0,2
27.5,-30.0,10.0,5.0,0,2
27.5,-30.0,10.0,5.0,1,2
27.5,-15.0,10.0,5.0,1,2
27.5,-15.0,7.5,5.0,1,2
27.5,-15.0,7.5,5.0,0,2
27.5,-15.0,7.5,5.0,0,1
27.5,-15.0,7.5,2.5,0,1
16.25,-15.0,7.5,2.5,0,1
16.25,-15.0,7.5,2.5,1,1
16.25,0.0,7.5,2.5,1,1
16.25,0.0,7.5,5.0,1,1
16.25,0.0,10.0,5.0,1,1
16.25,0.0,10.0,5.0,2,1
16.25,-15.0,10.0,5.0,2,1
16.25,-15.0,10.0,7.5,2,1
16.25,-15.0,10.0,7.5,1,1
16.25,-30.0,10.0,7.5,1,1
16.25,-30.0,10.0,10.0,1,1
16.25,-30.0,7.5,10.0,1,1
16.25,-30.0,7.5,10.0,2,1
16.25,-30.0,7.5,10.0,1,1
16.25,-30.0,7.5,10.0,2,1
16.25,-30.0,7.5,10.0,2,0
16.25,-30.0,10.0,10.0,2,0
16.25,-30.0,10.0,10.0,1,0
16.25,-15.0,10.0,10.0,1,0
5.0,-15.0,10.0,10.0,1,0
5.0,-15.0,10.0,10.0,2,0
5.0,0.0,10.0,10.0,2,0
5.0,0.0,10.0,10.0,1,0
5.0,0.0,7.5,10.0,1,0
5.0,-15.0,7.5,10.0,1,0
5.0,-15.0,7.5,10.0,1,1
5.0,-15.0,10.0,10.0,1,1
5.0,-30.0,10.0,10.0,1,1
5.0,-30.0,10.0,10.0,2,1
5.0,-30.0,7.5,10.0,2,1
5.0,-30.0,5.0,10.0,2,1
5.0,-30.0,5.0,10.0,1,1
5.0,-30.0,5.0,10.0,0,1
5.0,-30.0,2.5,10.0,0,1
5.0,-30.0,5.0,10.0,0,1
5.0,-30.0,2.5,10.0,0,1
5.0,-30.0,2.5,7.5,0,1
5.0,-15.0,2.5,7.5,0,1
16.25,-15.0,2.5,7.5,0,1
16.25,-15.0,2.5,5.0,0,1
16.25,-15.0,2.5,5.0,0,0
16.25,-30.0,2.5,5.0,0,0
16.25,-15.0,2.5,5.0,0,0
16.25,-30.0,2.5,5.0,0,0
16.25,-30.0,5.0,5.0,0,0
16.25,-30.0,7.5,5.0,0,0
16.25,-30.0,10.0,5.0,0,0
16.25,-30.0,10.0,7.5,0,0
5.0,-30.0,10.0,7.5,0,0
5.0,-30.0,10.0,10.0,0,0
5.0,-30.0,7.5,10.0,0,0
5.0,-15.0,7.5,10.0,0,0
5.0,-30.0,7.5,10.0,0,0
5.0,-30.0,10.0,10.0,0,0
5.0,-30.0,7.5,10.0,0,0
5.0,-30.0,10.0,10.0,0,0
5.0,-30.0,7.5,10.0,0,0
5.0,-30.0,10.0,10.0,0,0
5.0,-30.0,10.0,10.0,1,0
5.0,-30.0,7.5,10.0,1,0
5.0,-15.0,7.5,10.0,1,0
5.0,-15.0,7.5,10.0,1,1
5.0,-15.0,10.0,10.0,1,1
5.0,-30.0,10.0,10.0,1,1
16.25,-30.0,10.0,10.0,1,1
16.25,-30.0,7.5,10.0,1,1
16.25,-30.0,7.5,10.0,2,1
27.5,-30.0,7.5,10.0,2,1
27.5,-30.0,7.5,10.0,2,0
27.5,-30.0,7.5,7.5,2,0
27.5,-30.0,7.5,7.5,2,1
27.5,-30.0,7.5,7.5,1,1
27.5,-30.0,5.0,7.5,1,1
38.75,-30.0,5.0,7.5,1,1
38.75,-30.0,5.0,7.5,0,1
