bandwidth,cruise_speed,firm_obstacle,illuminance,obstacle_distance,obstacle_size,power,quality,smoke_intensity
39.9332,1.6145,1,65929.2773,8.3194,107.5059,3,0,0
37.553,1.36,0,49822.7309,5.1464,79.9168,45,0,0
19.554,0.5203,1,9510.6336,7.6179,34.9702,36,1,1
33.8995,2.6913,1,23163.4634,6.0264,110.7685,6,2,0
26.6213,4.2447,0,89170.9306,7.1829,84.6121,61,2,0
15.613,1.9092,1,1055.4316,3.1684,65.9848,65,1,2
21.8796,1.717,0,113841.7105,2.6446,35.239,64,0,2
46.1494,1.587,0,17038.6141,6.0929,89.5284,64,0,1
15.0171,4.8256,0,77641.3505,9.5096,104.7242,28,0,2
34.4295,1.0998,0,2006.336,2.5067,88.7707,49,1,1
42.296,2.5526,0,22059.7234,0.2263,32.2088,56,0,1
49.4919,3.2601,1,41106.2275,3.0732,62.487,5,0,1
49.3941,3.5938,1,72046.9472,6.4291,70.9197,33,0,2
25.463,3.9736,0,105694.0152,9.5535,6.0302,14,0,2
20.6593,1.8528,0,117824.663,3.4895,60.2051,41,0,1
30.3461,1.0418,0,14726.1734,6.428,37.5562,27,0,1
43.1667,2.0986,1,94252.2869,8.1117,96.2719,64,2,2
30.3992,3.7929,1,19927.8419,9.5724,23.8679,99,0,0
35.0121,3.6756,1,4787.7849,2.8394,65.2126,75,0,0
21.6843,0.9575,0,10649.7269,5.0998,108.1338,95,0,2
17.542,2.2461,0,12496.813,5.4647,11.0712,72,2,2
48.3636,1.2061,0,117583.7521,0.1094,70.7566,22,1,2
10.2837,2.9427,1,115730.1649,2.2665,51.4343,91,1,2
29.5127,1.7123,0,37989.8566,9.3784,21.6836,100,2,2
41.3277,2.0376,0,8963.6232,7.2467,66.0759,97,0,2
40.3973,1.649,1,26433.5066,1.2661,117.8227,72,1,1
38.7578,1.1078,1,30483.2091,2.1881,82.5865,96,1,1
16.8968,4.2246,0,6738.9401,6.7513,38.8958,2,2,2
22.8067,1.0781,0,17458.3226,9.6652,78.0111,40,1,2
43.744,4.0785,0,16464.098,0.4168,64.1103,2,0,0
41.7695,2.3354,0,103719.5735,6.3393,119.6489,57,2,1
28.7069,3.915,1,18767.1031,7.4873,102.2658,37,0,1
16.7574,3.1221,1,44319.1391,3.0371,14.4826,18,0,0
43.1175,1.346,1,87461.3292,9.0869,81.0672,70,2,0
31.3553,3.1158,0,39408.141,1.3115,32.4477,96,0,1
15.0258,2.4071,1,19449.7599,6.9306,79.247,60,1,2
12.5875,2.5703,1,5130.4836,3.4083,77.2081,10,0,2
42.4227,3.4092,1,115893.9052,2.4536,7.4247,55,0,0
12.1419,3.607,1,20154.9971,7.9565,47.1321,7,0,1
25.799,2.9948,0,97685.8339,1.1282,41.1593,89,2,1
27.642,1.8473,1,87129.6739,2.8982,37.8314,67,1,0
12.7313,0.3189,1,52764.0782,6.6012,44.6392,11,0,1
10.4343,4.002,0,79711.6658,4.2652,47.3343,99,2,0
10.7264,2.3555,0,72186.0734,6.5093,44.5214,93,1,2
14.1441,4.4387,1,88245.7268,5.0668,102.7954,95,2,2
34.1908,0.0802,0,94249.9503,3.3199,92.4218,92,1,1
34.6225,0.4705,0,9643.6948,7.0064,10.4232,90,1,0
