bandwidth,cruise_speed,firm_obstacle,illuminance,obstacle_distance,obstacle_size,power,quality,smoke_intensity
19.0028,1.4653,0,71277.3041,3.7139,63.411,55,0,2
13.8153,4.1082,1,52329.7093,3.1494,19.9393,99,0,0
25.6904,3.2851,0,64638.8072,8.4593,115.5153,98,1,0
10.5361,4.0726,0,12865.1886,7.017,113.3143,59,2,1
11.6608,2.8612,0,112583.8129,7.6831,33.0594,45,2,0
15.5935,4.3668,1,22264.5669,9.9686,118.8501,91,2,1
42.8526,3.6576,0,103890.8106,7.3476,71.476,32,1,0
33.5238,2.0799,1,39944.4795,1.9233,45.1607,41,1,0
21.8111,0.6198,1,9810.1252,9.8629,68.708,80,2,0
14.9916,2.1175,1,22475.3002,1.4855,40.6066,51,0,2
43.9682,3.6535,0,28092.9525,7.6537,30.7919,90,2,2
20.1359,1.6299,1,39373.817,7.0503,61.0336,18,1,2
19.6702,4.7592,1,56632.5086,6.9786,46.4003,13,2,2
41.6617,1.6138,1,73479.8962,4.6096,45.2353,47,2,1
37.6155,2.2112,1,94519.492,9.4992,112.1618,26,2,0
25.1395,1.3373,1,3836.5578,8.9391,0.6916,11,1,0
29.5192,3.5924,0,66209.1969,5.9887,79.8125,88,1,2
44.8495,3.8347,1,84724.6828,2.446,86.2871,17,0,0
17.4455,3.4315,1,43533.6602,7.1596,111.6242,44,2,1
15.1229,0.2895,1,7844.446,3.1144,88.491,1,2,2
10.9814,1.8729,1,78845.1559,0.7834,91.8389,6,1,0
16.1451,3.5678,0,56488.0971,1.5169,33.6713,87,0,2
38.1091,0.0777,1,28771.154,1.3425,118.8335,85,0,0
40.0873,2.1295,0,3705.0998,5.3525,105.4869,97,0,2
39.6126,0.4251,1,9776.1519,2.8066,4.7662,72,2,1
39.7564,1.3526,0,22230.3016,7.7591,13.1221,38,1,2
31.7327,3.5691,1,61908.5717,0.8078,64.0123,47,0,1
12.3891,4.3868,1,46039.343,8.3075,25.6441,46,1,0
23.5217,2.4281,0,38298.9848,2.2205,63.1223,0,1,1
42.4884,1.317,1,68413.9316,9.2188,93.0648,53,1,0
48.3652,3.3078,1,105519.8064,3.2141,2.8173,29,1,1
47.7136,3.2173,1,17761.309,1.7101,14.3742,64,1,0
39.7457,3.6815,1,42868.0013,3.2725,36.7742,0,0,1
22.9518,3.0043,1,119335.9585,1.523,45.4273,59,0,2
43.4927,4.5057,0,62435.8514,5.3471,28.4934,84,1,2
37.3873,2.626,1,74985.0084,6.5323,37.119,35,0,2
15.6305,2.7114,1,48269.3692,7.6252,35.1665,64,1,1
30.0303,3.8127,0,83681.7664,6.8372,41.9236,77,2,2
18.783,2.8073,1,8455.4935,3.8182,9.3985,52,1,1
35.5993,2.3825,1,25107.4465,8.9537,53.5598,92,2,0
13.5555,3.7888,1,113257.552,5.0782,64.1256,10,0,2
15.1082,0.9919,0,36039.2828,2.955,17.0895,86,0,0
27.1265,1.0979,0,81127.6239,3.9898,85.9706,4,2,0
48.0074,0.0885,0,32507.3634,2.2157,2.1433,43,0,2
44.3372,2.5461,0,70591.0928,4.3966,50.4085,68,2,1
25.5826,2.4812,1,17599.6743,6.5485,105.7869,16,0,2
41.7946,2.5181,1,50384.5302,5.4713,10.1846,96,1,2
12.6352,2.5482,0,68890.0354,1.7606,115.4313,18,2,1
27.1167,1.5119,1,77700.77,9.682,46.8706,72,1,1
49.2104,1.951,1,12933.8738,3.4702,18.3454,4,0,1
45.4727,2.873,1,54439.9578,6.7279,4.4419,22,2,1
35.4734,2.6282,1,47918.2155,5.6877,41.9465,47,2,1
14.3337,2.1524,0,119495.1865,6.0882,63.1985,78,2,1
28.4808,2.0388,0,52736.1034,4.5903,57.2886,83,1,0
35.4166,0.1756,0,52968.7372,6.4092,64.316,97,2,2
47.6174,2.0993,1,25758.3809,0.1063,113.9687,76,0,2
12.8361,4.5945,0,12441.932,2.5445,57.5103,74,2,0
44.0051,4.7295,1,51476.9663,6.0794,13.3074,87,1,2
12.5112,0.0289,1,23353.088,4.1624,29.142,85,2,1
18.5483,0.7174,1,107146.7905,7.0891,110.0203,0,0,0
32.7422,0.6666,1,87253.1286,8.2768,93.3877,68,1,0
18.6339,0.8321,0,98307.114,9.3788,68.598,43,1,0
31.8369,4.5919,0,61028.8609,4.5339,56.2144,66,0,2
22.963,4.2385,0,2302.3901,5.6493,45.424,57,0,1
39.4941,2.6191,1,5305.1977,8.772,19.3439,82,1,0
25.0836,1.1696,1,96426.5047,9.1221,72.0737,39,2,0
14.8957,3.6747,0,10450.171,4.876,35.8552,22,0,0
33.4067,4.4662,0,62590.2871,8.586,114.3439,78,0,1
29.8131,3.2914,1,89723.8944,6.236,9.4835,69,1,1
40.9403,4.2766,0,99644.8931,3.5466,19.6559,74,2,2
37.2162,0.8068,0,96224.5276,8.0766,48.108,56,2,0
23.1206,0.0382,0,116523.0821,0.1292,97.7136,56,2,0
26.2747,0.0976,0,37286.9699,5.7318,27.4943,95,0,2
18.4947,1.6392,0,77239.136,6.8489,94.9664,61,1,1
30.0797,1.7801,1,70165.7992,6.3803,4.7801,67,2,1
14.3303,4.9149,0,22552.3865,2.5291,76.1042,0,0,1
14.5222,4.151,0,45899.2556,7.0515,41.3082,0,2,1
38.6892,4.4272,0,61422.7565,6.3218,32.3522,96,0,1
48.3569,1.348,0,78408.7108,4.1982,2.7696,73,2,1
49.405,3.9926,0,80813.8877,3.5649,25.0217,29,2,0
46.7393,4.6113,0,52208.842,6.4159,60.5169,6,0,1
34.3442,4.9869,1,996.6538,2.7453,20.4463,91,0,1
44.532,3.8861,1,36102.9536,3.0776,107.3148,40,0,2
19.8924,4.4906,1,115019.4458,2.4493,109.3581,85,0,1
47.299,1.7533,1,29369.2085,1.4886,0.9824,73,1,2
36.6134,3.9324,0,62066.7595,5.4177,43.066,60,2,1
11.6397,0.0589,0,89028.2259,0.2848,46.139,58,1,0
21.6828,3.5953,1,37950.8239,6.0781,116.547,57,1,0
40.0826,2.9333,0,44857.6613,1.3458,67.8064,58,2,2
36.5511,0.7089,1,75746.114,4.0514,100.6362,57,0,2
24.9872,3.5838,1,32864.4768,7.6267,119.4032,85,2,0
21.4146,3.594,1,106579.9677,8.1664,67.2611,0,2,2
25.5731,3.1922,0,94635.1277,4.039,21.2836,6,2,1
45.4099,4.5583,0,45596.7919,2.6313,63.0598,32,0,2
