bandwidth,cruise_speed,firm_obstacle,illuminance,obstacle_distance,obstacle_size,power,quality,smoke_intensity
41.6525,0.5959,0,95100.3186,0.8463,16.0629,73,2,1
35.3848,2.6358,1,24765.0648,1.4135,32.2906,33,0,0
40.1626,1.8584,1,89453.2769,7.9294,38.458,10,0,2
21.9465,2.293,1,38920.1556,2.8647,15.98,88,1,2
25.4418,3.8469,0,109693.138,9.3222,87.9844,85,2,2
34.6492,4.5273,0,30886.4795,2.7643,71.1277,72,0,2
42.6505,2.4945,0,108653.1727,1.6127,15.7785,13,2,2
19.2269,0.427,0,67556.6401,2.6711,67.4535,35,1,0
12.8693,2.5328,1,60534.397,5.5953,106.0108,4,1,1
38.5468,0.923,0,31381.4948,0.0228,103.728,18,0,0
25.6784,1.7456,1,104252.6943,8.1987,66.1801,48,0,0
46.7574,1.3884,0,58530.9446,7.3371,72.4821,78,0,0
16.137,4.1952,0,79806.832,4.6939,82.0052,100,1,1
15.996,2.4239,1,30937.2474,4.0982,13.1869,30,1,2
33.3621,0.3466,1,119250.8607,7.7301,102.8822,26,1,2
24.6886,0.1382,1,19067.646,1.6359,89.3978,11,1,2
23.2833,3.3286,1,43478.963,6.4984,46.7566,37,1,0
14.4093,0.2054,0,80034.0206,0.9912,96.1805,12,1,1
18.117,3.1805,0,66786.0247,2.9145,89.2105,68,2,0
16.6523,2.9321,1,11826.6627,3.3856,69.7351,67,0,0
38.155,2.614,0,83819.2077,3.1966,45.2703,98,0,1
37.5421,0.9074,0,36652.4273,6.7767,92.9337,1,2,2
42.582,2.4942,0,27774.5902,1.6444,86.9799,31,1,0
10.5882,4.2444,0,97418.4484,7.4857,62.855,34,1,0
38.5612,2.5027,0,1007.7528,2.883,58.8529,4,0,0
29.0005,1.3159,1,59881.0067,4.785,23.4076,55,0,0
23.5713,1.7482,0,94567.7715,4.4951,40.9489,74,0,0
47.4705,3.4582,1,60714.532,3.3475,49.0577,6,0,2
41.421,2.5059,1,30637.4688,3.5965,7.3077,77,0,1
48.3769,4.3601,1,54518.2896,1.6697,82.9479,33,1,2
23.0017,0.8096,0,47896.6553,4.8964,48.1991,17,2,0
12.6572,0.8126,1,112968.8214,3.655,4.4121,93,1,1
15.773,4.5464,0,20634.7155,2.6976,33.6483,36,2,1
48.9125,0.1711,1,74641.69,3.5925,86.3414,86,0,0
24.9306,2.0928,0,5763.5047,0.7339,22.5142,56,2,1
14.0593,4.4226,0,2592.4057,4.9344,16.3087,28,2,0
10.8122,2.4693,1,24652.1537,7.3006,36.0295,16,1,0
23.4216,4.5371,0,40644.9661,5.7723,93.5163,44,0,2
26.316,1.8062,1,20476.2489,0.1699,86.9674,59,1,1
26.6614,4.332,0,28123.75,3.2024,51.1936,25,0,1
23.2411,2.2622,1,95250.8301,0.8161,32.4966,11,2,1
17.4531,1.8436,0,36987.9995,0.0639,70.7125,57,1,1
19.7271,0.1515,0,69046.3821,3.9538,6.3362,1,2,1
48.4107,3.9474,0,10439.5296,2.9156,26.5042,11,1,2
15.7986,3.3296,1,116544.5595,1.4763,36.9543,76,1,2
10.4923,0.1415,0,115906.0299,0.4356,60.5089,16,1,0
41.952,2.5159,1,112348.7601,8.0075,88.1555,15,2,1
12.3593,2.4,0,35383.2651,6.4414,97.2048,20,2,0
38.5285,2.1452,1,99167.3821,9.3074,28.3408,75,1,1
46.6478,1.6953,0,22715.7943,4.6551,100.2278,42,1,0
25.0116,1.1849,1,85341.5258,6.8322,95.5753,86,0,0
11.2684,0.2206,0,26448.3823,9.2747,38.7854,13,0,0
16.0094,0.3301,1,60879.5685,3.7271,43.3828,30,2,0
45.4538,4.1734,1,48049.7739,9.1609,58.3469,21,1,1
13.8981,1.7228,0,71388.1663,6.0984,109.1851,84,0,2
35.9689,4.4809,1,116301.4061,3.8492,38.3994,99,2,1
45.6024,0.5614,0,94845.8083,8.0292,24.1235,59,2,0
12.9053,0.33,1,111845.2076,6.6234,12.822,2,1,1
13.9742,2.4804,1,118229.7368,6.5091,96.0292,38,0,1
37.8291,1.2765,0,9727.9296,3.9976,65.9119,27,1,1
36.4106,2.5623,1,41127.6948,6.5273,55.0899,57,1,2
24.2487,3.6152,0,53822.0187,6.0822,111.2127,86,0,1
46.1261,1.3054,0,56796.7353,3.5638,56.5664,13,2,1
18.7673,4.8506,1,41443.7477,6.0498,93.5279,100,1,2
15.2887,4.1764,1,98907.4109,6.6633,78.7623,50,1,0
13.921,2.8154,1,103626.8912,1.2948,87.8574,92,2,0
16.1134,3.2073,0,91430.01,5.9815,15.5132,47,0,0
40.1247,2.5248,0,41376.9918,6.8558,27.2893,83,2,2
47.5859,0.8625,0,31725.2348,7.6042,89.7531,49,1,1
20.0205,3.3524,1,119063.7846,2.4892,0.2077,79,2,0
30.2848,3.4323,1,15089.786,5.1427,26.9788,15,1,0
