bandwidth,cruise_speed,firm_obstacle,illuminance,obstacle_distance,obstacle_size,power,quality,smoke_intensity
22.8697,2.3945,1,40239.8543,1.7184,18.9661,71,1,0
39.4982,3.7166,0,102094.5249,4.9333,62.3537,65,2,0
22.9145,1.7959,0,31136.722,2.1268,14.0795,15,2,2
26.3433,1.1593,0,28233.4607,7.0058,92.109,44,2,1
38.7937,1.5936,0,36671.4389,8.0089,38.1767,87,1,2
48.4123,1.2732,1,90727.7186,5.2218,28.9539,23,0,2
17.8739,4.7382,0,47669.5737,3.2185,70.0083,52,2,2
26.8118,1.7544,1,7182.8538,4.504,77.9878,19,1,1
23.5229,3.8842,0,23112.843,3.5025,110.5709,40,1,2
38.7817,0.8881,0,100895.7209,4.5305,10.1853,57,1,1
41.2114,0.6775,0,109210.248,7.5523,80.5633,100,0,0
16.5864,4.5555,0,97392.485,6.9265,41.5202,49,2,1
41.5364,2.5841,0,76087.6474,9.1333,68.7808,19,2,2
17.9147,2.7524,1,12351.5668,0.5863,21.0067,42,0,2
36.3529,4.3614,0,115296.8217,1.3572,51.1441,40,2,1
46.7892,4.2891,0,119970.2608,1.1062,40.4097,29,2,1
37.48,1.808,1,23190.2911,3.2522,115.0604,63,1,0
21.5537,2.7975,0,97569.5614,2.7124,98.4656,100,2,0
19.5782,0.3144,0,113118.7054,6.6705,94.531,90,2,0
37.5463,0.9269,0,104030.832,6.4868,87.8104,91,2,2
17.9082,1.7926,1,31842.286,1.1225,86.9255,83,0,0
20.6689,4.2469,1,107370.1998,0.3006,5.6324,87,2,2
36.6753,1.413,1,75446.755,4.9527,16.8791,54,2,1
34.8031,3.1273,1,90162.6725,0.5407,22.1859,13,0,1
10.1274,2.2195,0,60022.4698,4.3583,118.2389,93,2,0
12.4286,0.2036,1,23795.727,6.7908,21.8156,26,1,2
13.71,4.9465,0,32665.517,0.4401,36.0914,81,1,0
16.4544,4.5979,0,90318.6183,3.145,104.4749,62,2,0
12.878,2.0038,1,2848.9857,4.1019,47.2655,55,0,1
18.8703,1.8487,0,22181.6513,1.0335,99.5827,61,1,1
