bandwidth,cruise_speed,firm_obstacle,illuminance,obstacle_distance,obstacle_size,power,quality,smoke_intensity
26.8271,0.1736,1,58956.3604,9.5798,16.8961,97,2,0
49.9902,4.7758,1,96457.6477,6.8799,3.9648,20,1,1
19.6352,2.4978,0,112765.4119,8.8282,37.9204,83,1,2
29.322,0.3412,0,109193.5885,4.7689,89.1044,9,2,0
46.8569,1.6353,0,12593.2156,7.5453,75.3843,17,2,0
47.3037,3.3682,0,90131.8896,2.3026,18.211,46,1,2
11.0135,3.0615,0,107851.8163,9.1751,67.8965,25,2,0
18.3374,4.2606,1,92750.6426,0.1524,57.8453,94,2,0
12.0227,4.472,0,90263.5369,6.8287,2.0511,89,2,1
47.7399,0.6198,0,40729.2573,5.6018,83.7908,53,1,1
13.2191,2.4223,0,95104.8918,6.6303,90.662,81,0,1
18.1017,4.7235,1,116039.0818,2.3896,28.7659,62,1,0
28.3893,1.6668,0,101212.2585,9.903,95.803,14,2,1
47.9737,0.7189,0,41022.3725,5.569,103.8057,64,1,2
35.5787,3.8736,0,38177.973,6.3039,59.7707,9,1,2
21.804,1.7971,1,35171.0659,1.6028,57.3203,49,0,1
27.422,3.3762,0,88706.3475,6.0861,30.4247,3,1,1
27.7409,0.4078,1,79421.0055,6.8499,68.2955,11,1,0
11.6918,1.5526,1,8175.3642,9.7528,27.7032,65,1,2
13.6106,3.7871,1,30239.4429,7.5336,84.3177,23,2,1
35.1864,0.597,1,26319.9054,1.7908,74.0115,31,1,1
33.1994,1.7989,0,59671.3556,6.6396,60.2882,33,0,1
16.4517,3.9181,0,74062.5733,6.2209,21.8676,63,1,1
45.8928,3.7101,0,53565.1263,4.9189,97.3085,96,2,0
32.6655,1.3867,0,811.9891,8.0806,25.7583,25,2,0
38.9661,2.583,0,38629.0995,5.0438,66.5308,56,2,0
37.2469,0.6463,1,68990.8494,8.6573,118.9973,75,2,1
25.8502,4.879,1,99028.466,1.2346,65.9456,81,2,1
15.5978,1.1971,0,57303.9454,6.8506,28.9323,26,1,0
29.0259,2.6168,1,108083.7288,0.0678,16.8486,15,1,2
26.4195,0.3102,1,36441.3776,1.8685,8.4765,62,1,0
44.1265,4.2275,0,3690.5738,9.2987,15.6553,75,2,0
40.8446,0.9697,0,19962.1179,3.1334,83.4851,75,1,1
48.8979,3.4757,0,94870.6692,3.1168,78.1847,55,0,1
49.6608,2.3901,1,12172.8988,0.5392,32.2861,25,0,0
17.3536,4.7483,1,85971.3907,8.3484,54.4081,57,1,0
16.7963,4.6314,1,118663.6872,3.2234,113.7893,64,1,2
45.2091,0.7997,0,79338.5286,5.1025,72.1033,74,1,0
27.8329,1.7458,1,2313.8893,4.5603,115.7923,23,1,0
27.1665,1.8536,1,48678.0057,3.6064,67.5878,86,2,2
37.3364,0.4573,0,52016.0515,7.995,44.4613,32,1,2
22.0369,0.6101,0,103558.2901,0.7115,63.2611,46,2,2
34.7252,4.7577,1,32024.7914,4.8144,34.0022,1,0,0
47.1709,0.614,0,73682.6785,8.4298,75.7712,47,2,0
33.019,2.7342,1,101620.8577,3.7618,12.7653,90,1,2
45.6801,2.525,0,366.1196,1.685,91.5934,12,1,1
12.7975,4.8264,0,59141.3435,7.0137,55.9266,54,0,0
14.4602,3.5251,0,51607.5644,5.4055,104.7109,50,1,2
17.8215,4.3561,1,68444.2731,4.987,6.7737,50,2,2
17.4911,4.1602,1,26669.558,3.0071,47.5889,99,1,1
17.0805,3.1647,1,89493.1352,6.8785,44.01,9,1,2
20.2201,2.8408,0,69708.973,9.8651,78.4858,64,1,0
49.6291,1.563,0,12401.5849,3.4663,95.1347,34,0,0
19.1706,4.7541,0,17832.2221,6.8998,58.9817,16,0,0
40.6101,0.3157,1,30343.5653,7.179,4.1079,61,2,0
44.1088,1.6703,0,31162.2466,2.2925,49.3876,13,1,0
18.9907,0.1734,1,31063.8673,8.5276,98.303,72,1,0
48.7517,3.4106,1,99885.5724,2.7551,112.3398,95,2,2
18.7867,4.8157,1,81312.2792,8.5598,19.8658,46,0,1
49.3318,4.1952,1,33924.2355,9.065,3.7167,55,1,0
29.8073,2.3395,1,61222.6419,8.4167,41.2652,70,2,1
12.6802,3.1833,0,117150.988,7.9452,2.3945,60,2,2
41.1572,0.9939,1,55437.537,1.8687,49.584,75,2,2
25.0685,0.9741,1,105610.4971,4.197,104.3735,29,0,2
47.5782,3.3748,0,372.8526,5.428,56.9281,67,2,2
31.5776,1.5603,1,10620.8599,1.4094,4.391,59,1,0
36.9416,4.3606,0,86740.7371,5.614,52.9212,62,0,0
14.8239,2.8743,1,30511.6923,2.6973,64.492,66,2,2
34.6967,3.3085,0,86874.8329,6.6719,104.1042,10,2,1
13.0318,4.5833,1,33060.6287,0.5822,100.6463,12,1,2
36.9837,2.4431,1,23300.3051,8.6067,76.7866,60,0,2
39.6322,2.878,0,9803.9595,0.9697,42.7474,57,2,2
21.2627,2.3289,0,746.6538,0.8369,38.6185,93,1,2
29.9733,4.0896,0,33544.9987,4.3089,46.8356,97,0,0
34.5117,0.3942,0,15913.8198,8.6547,98.2561,10,0,2
11.3962,0.4657,1,99673.9894,4.8759,64.1124,72,0,2
35.8494,0.2916,1,96303.2935,8.7831,97.3884,80,1,0
34.8658,1.3937,0,67443.6618,7.5471,31.8214,48,2,1
36.7357,1.5508,0,84062.3825,6.0806,101.4569,35,0,0
33.1842,3.3106,0,7437.5749,7.2338,13.2552,50,1,0
35.3269,2.0132,0,117994.5974,9.5732,37.8996,59,1,0
10.1064,0.4516,0,66983.2172,1.7294,82.2935,14,1,2
17.7537,4.9416,1,68879.6367,7.5542,105.6012,61,1,1
33.6882,3.0951,1,89834.64,2.9304,22.2782,20,2,1
35.8172,3.869,0,56197.3055,7.197,67.768,99,0,0
46.3318,0.9998,0,117588.1919,2.8988,45.2147,81,2,1
15.0316,1.5472,0,23713.8192,0.6865,65.8015,53,1,2
16.0233,1.6554,0,103602.8385,2.0025,20.9746,75,2,1
10.6774,1.6667,0,19809.2435,4.445,82.2028,67,0,2
18.8408,3.6547,1,93169.7152,1.8147,46.7029,75,2,1
33.5841,0.2757,1,14191.6103,3.8781,34.2671,27,0,1
29.805,2.8164,1,49230.0869,8.9303,47.7557,48,2,2
