bandwidth,cruise_speed,firm_obstacle,illuminance,obstacle_distance,obstacle_size,power,quality,smoke_intensity
16.0935,2.7515,0,101904.1954,2.2841,105.527,4,1,1
37.5814,0.0678,0,88914.53,4.6525,27.7974,99,2,2
38.2233,0.9849,0,30194.041,9.1586,116.1557,31,0,2
32.2262,4.7537,0,22660.2412,8.594,56.7933,25,1,2
30.5613,2.1154,1,75034.7065,4.0542,43.5819,68,2,0
13.7801,0.0577,0,80146.0692,4.2282,40.1413,65,1,0
17.1331,2.0609,0,102214.6651,8.0424,103.0802,52,2,2
23.1199,4.359,1,30706.6317,8.2772,72.3431,67,1,2
17.7171,3.1845,1,116006.4511,1.9008,30.6902,57,1,0
35.8053,3.0954,1,47108.7581,4.9268,89.6628,74,0,1
37.4749,0.0814,0,95057.6798,7.3277,44.3118,10,1,0
19.4797,0.8568,0,75145.6516,9.6651,102.8464,46,0,2
20.0329,3.2112,1,39909.0907,4.2551,3.0568,45,0,0
15.0903,2.0492,1,84226.3016,8.9502,69.7016,95,2,1
21.1114,0.0308,1,15201.494,0.9457,91.1888,40,0,0
43.0067,1.6195,0,91480.9996,9.2478,15.5353,11,2,2
37.2793,2.0944,1,79014.1059,5.5545,38.5567,50,2,0
17.8912,3.6882,0,85869.0804,1.174,37.3125,70,1,0
22.6746,4.7225,1,73450.2127,9.3454,28.6042,62,1,2
28.0381,4.7067,1,9528.4337,9.9936,94.1611,99,0,0
37.3393,4.8785,1,45597.3396,1.9069,103.4499,38,1,2
18.432,4.4608,1,118825.3999,5.1394,60.9876,37,1,1
38.9159,2.8333,1,62613.9968,6.0116,49.4848,21,0,0
38.0237,4.3301,1,64904.3454,6.7114,119.529,42,1,2
43.3183,3.8817,1,26170.9923,7.7102,66.5353,94,1,1
14.7238,1.5297,0,56181.4389,5.5387,61.5132,82,1,1
45.9956,2.6649,1,15811.7478,1.8029,99.6466,35,1,1
16.8701,2.1249,1,8238.6746,9.492,30.6797,81,0,0
40.7622,3.1164,0,70271.556,5.7988,106.1124,86,0,0
26.043,4.7578,0,99346.8684,1.2231,108.8475,42,2,0
21.7359,3.4134,1,10247.2939,8.1994,2.01,62,1,0
31.1759,2.8361,1,58130.2,5.0674,48.6803,77,2,2
29.324,1.703,0,89478.9485,7.0518,101.6467,32,1,0
36.8502,4.1121,0,59827.0835,6.5079,104.1046,97,0,1
31.6615,4.945,1,103741.3506,8.2254,119.8126,40,1,0
22.623,0.5408,1,63319.1804,9.5627,31.9024,100,0,0
36.1267,2.5629,1,6164.5956,6.8907,27.4103,61,2,0
25.0611,3.7557,1,5773.8002,3.7563,66.5787,5,2,0
13.2203,2.716,1,76169.9462,1.8694,105.751,14,0,2
28.1078,3.3604,1,109503.6697,3.8536,95.8198,86,0,1
32.7882,0.5308,1,11952.1414,2.5854,118.228,78,2,1
17.2144,3.8526,0,30897.8198,7.482,24.8972,58,2,2
32.4712,2.6662,1,24654.9168,6.6305,29.9218,40,0,0
