bandwidth,cruise_speed,firm_obstacle,illuminance,obstacle_distance,obstacle_size,power,quality,smoke_intensity
22.8477,0.4071,0,72398.8264,6.4254,89.8951,59,0,0
44.2063,1.8267,0,46410.2879,2.5417,88.2386,74,1,0
38.072,1.5838,0,10380.5895,7.4575,62.1323,97,2,1
35.3913,1.7496,1,7863.5982,5.4076,34.638,55,2,1
29.2306,0.544,1,61431.3076,0.4441,23.7359,72,0,0
21.6719,1.1511,0,12845.8956,7.9118,65.868,89,0,1
39.4196,4.5556,1,40888.6565,7.5511,42.9178,4,0,1
44.3645,4.6802,1,72914.3301,6.7791,100.8711,95,0,1
25.263,2.8831,1,3490.35,3.8948,19.5538,3,1,0
18.5349,2.1578,0,84049.3817,2.0004,68.4605,82,2,0
42.6701,4.9825,0,23672.118,0.1749,24.7103,55,1,1
39.2182,4.0653,1,30421.5455,1.8314,105.5879,58,0,1
46.4455,3.3346,0,55407.119,2.3061,65.266,77,2,0
19.7006,3.4625,0,116121.3295,2.6005,62.3582,41,1,0
41.8048,0.0472,1,59050.4317,3.4493,20.0094,57,1,1
12.2225,0.9831,1,1522.4027,5.745,72.1467,2,2,2
13.0027,1.5817,1,19342.1056,0.1286,21.7584,64,1,0
31.4976,3.1139,1,73552.5797,7.8775,98.0316,40,0,2
29.2804,4.1557,1,54494.8172,0.0675,32.5059,19,0,2
39.8272,0.7408,1,2146.4493,1.7823,29.8194,88,2,2
37.615,3.7964,1,29551.4454,5.6244,63.0505,62,2,0
41.5728,0.3128,1,104597.1118,6.1875,2.1952,72,0,0
31.7064,3.9748,0,108013.7438,1.0004,72.5994,47,1,0
17.3674,0.7616,0,72714.8073,2.1394,30.2893,25,2,0
18.6965,0.9141,0,94487.9804,8.4593,66.8071,12,1,0
48.8106,3.6377,1,2889.1253,1.8398,26.1672,8,2,2
31.5854,3.5111,1,54776.0811,8.9386,111.7878,30,2,0
31.2158,2.5792,1,119941.6426,1.2364,103.6591,23,1,0
21.7751,2.5603,1,66933.8443,9.4341,93.4644,65,0,2
44.1192,2.9507,1,57184.8186,3.8452,9.3638,50,2,0
33.9516,2.4745,0,38696.6503,7.3458,82.6485,74,1,2
33.6538,4.2082,1,78535.9741,3.2859,102.9897,57,0,1
47.4053,3.3204,1,11796.5117,6.5213,15.3634,22,0,1
43.4656,0.3154,0,44987.0577,2.4772,111.8463,11,1,0
22.8852,4.5836,1,98493.7451,9.8016,114.7567,34,2,2
45.8212,4.5251,1,98394.5549,0.6508,71.6915,95,0,2
22.4511,2.1748,0,26998.149,8.6449,39.4461,79,2,1
47.7132,0.4088,1,116569.6563,8.1581,83.0002,58,1,1
43.3304,3.7412,0,64896.0166,1.1931,71.754,54,0,2
39.4576,2.1112,1,118594.8567,6.9534,3.8121,65,1,2
16.9574,3.6673,1,104250.5295,3.0647,9.1483,29,2,1
14.0567,3.0145,0,4809.1857,3.634,89.1131,30,1,1
18.8975,2.3257,0,90214.4394,9.5556,12.0178,50,1,0
32.8903,2.6473,1,52048.1158,6.6424,22.0386,45,1,2
29.6296,4.4558,1,42008.5807,0.6629,69.868,15,1,0
19.2199,4.3626,1,56238.2242,6.1619,62.8892,69,0,0
44.7642,1.9882,0,25845.0166,0.1051,98.6522,55,2,2
35.1204,4.7141,0,64415.1485,6.5731,8.1942,5,0,1
17.3065,1.9423,0,13975.4042,5.2134,74.2453,97,2,2
29.2874,2.224,1,884.0003,1.5146,79.8698,75,1,2
43.2439,3.1881,1,5282.0825,9.359,40.6328,35,2,2
19.5483,3.716,1,54545.499,0.381,21.8352,80,1,2
24.2138,4.8296,0,86649.4948,9.4877,101.1831,75,2,0
30.9864,2.4052,0,20569.6067,6.9062,74.9436,72,2,2
49.1905,1.9923,1,81316.2505,3.6768,82.2077,6,1,1
32.7344,1.8356,0,47165.3151,7.3607,1.5836,60,1,1
17.6859,1.901,0,109187.1003,4.3676,0.7652,33,2,0
12.3192,4.3562,1,35469.0698,0.1267,107.4976,77,1,1
48.9069,0.5169,0,42051.3211,1.3683,70.5509,39,0,1
49.6962,2.8617,1,71823.7024,9.932,95.17,38,1,0
17.8836,4.5192,0,35759.3232,9.3946,50.8164,80,0,0
28.986,1.6904,1,20548.7763,1.6603,54.3237,74,2,2
18.5071,0.9065,0,111035.472,7.5798,96.9354,77,1,1
12.826,2.7409,1,35172.8623,7.3402,81.3246,2,2,1
12.8425,3.7956,0,21188.1977,1.2595,30.2238,98,2,1
14.9774,2.4666,0,118808.3187,3.817,4.3878,1,0,0
36.9639,2.3484,0,29375.2799,8.8548,16.1681,15,1,0
19.8482,2.4919,0,44860.8928,1.7439,10.748,49,2,0
39.1636,3.0338,0,50779.0217,7.2922,40.6857,92,2,0
47.749,1.0691,0,18767.3599,2.4771,28.3663,92,2,1
27.1848,0.2874,0,94812.7331,6.6674,48.1877,76,0,2
39.7995,2.7989,1,100331.081,0.036,90.8113,19,0,2
30.6659,2.5282,1,62038.7199,0.7993,105.8529,46,2,0
31.284,2.6576,1,109275.4398,3.1616,29.6259,55,0,2
39.1398,1.4972,0,24063.2501,5.3601,100.176,91,1,0
