bandwidth,cruise_speed,firm_obstacle,illuminance,obstacle_distance,obstacle_size,power,quality,smoke_intensity
41.9964,1.9479,0,107738.0652,8.7016,14.6348,94,1,1
23.3897,3.2027,0,68193.7518,9.587,18.3138,86,1,2
23.2563,3.1413,0,93198.1562,9.6225,51.079,2,0,1
32.2941,3.4669,1,59763.9818,8.7013,113.9642,61,1,1
13.0675,2.9673,1,31491.2359,7.8928,62.0012,69,2,0
30.5546,0.3795,1,48368.0742,8.5306,36.7231,19,2,2
31.1403,0.7624,0,52606.1236,0.587,2.9671,18,1,0
49.2073,0.297,1,53067.6921,1.5806,33.7787,63,2,0
39.4183,2.9581,1,20307.8245,0.0064,12.4256,60,0,0
27.6084,2.3783,1,75833.6091,4.8348,91.901,25,1,2
37.2155,0.0583,1,2014.839,3.9809,92.9967,4,0,0
14.8172,3.1554,0,101608.4996,2.6852,85.2174,34,1,2
13.3278,2.5494,1,96251.9199,6.0936,9.5117,69,0,0
24.2956,1.6198,1,81600.3452,3.4552,80.1151,81,0,0
14.8523,0.376,1,112405.2376,0.7785,20.3579,28,2,0
33.1673,4.562,1,112257.3466,0.7753,114.4814,52,0,2
41.127,4.4552,1,73610.5011,1.9972,106.7818,95,2,0
14.9612,2.8309,1,3495.5844,0.0716,74.2478,42,2,1
30.1523,3.4144,1,103488.493,9.3887,38.4357,14,1,1
22.7825,4.7324,1,12982.6445,5.0391,67.0081,19,2,1
42.5573,2.242,0,47550.4203,3.9404,9.1479,71,0,1
18.5408,4.6127,0,116988.3499,1.2635,18.123,26,2,0
47.0842,1.7528,1,32717.776,7.3369,46.3809,90,2,0
21.4559,0.4402,0,10406.2512,6.7035,9.3522,54,2,2
45.3119,0.0885,1,108591.526,1.493,40.5073,50,1,1
38.0522,1.2603,0,49754.4349,2.8044,49.7696,7,0,0
25.3792,3.2255,1,81387.6694,5.4004,119.9202,12,2,1
13.2438,2.8104,1,22433.2742,6.1708,105.1292,70,2,1
46.8645,1.3591,1,65936.7043,3.999,16.5574,2,0,2
18.6612,1.4362,0,93443.1035,6.3478,82.4937,24,1,2
