bandwidth,cruise_speed,firm_obstacle,illuminance,obstacle_distance,obstacle_size,power,quality,smoke_intensity
32.3835,0.0548,0,80615.1045,0.1136,60.425,62,2,2
35.4711,4.6676,1,21424.3324,6.2506,12.0246,52,2,2
29.0597,1.009,1,84430.082,5.7572,46.2062,43,2,0
12.8337,1.77,0,110582.3226,1.8534,56.6704,7,0,1
17.2352,0.8652,1,20144.2654,0.7307,76.098,62,1,0
43.6916,4.8187,0,66170.7392,7.5517,85.6795,56,2,2
44.2589,3.3607,0,20513.2046,5.1759,97.8118,96,2,0
49.223,2.472,1,101483.0161,4.3216,60.4505,0,1,0
36.5712,1.6348,0,111106.169,2.2128,79.8158,42,1,2
16.1276,2.2689,0,77855.0338,5.9244,51.9467,86,0,0
40.5893,0.6506,0,51996.214,1.4182,17.3999,22,2,0
33.0158,1.5108,1,48143.8565,0.7035,107.5052,83,2,1
14.1393,2.892,0,41825.9461,1.1484,46.3644,75,1,2
25.5235,1.7939,1,76784.3465,5.5935,57.7618,34,2,0
34.4837,4.4402,0,68925.967,8.7205,102.9827,31,1,0
44.8366,4.9646,0,1411.0831,0.8331,86.9974,85,0,2
14.2597,0.0634,1,74269.8965,3.0248,85.2947,42,0,2
47.9401,3.8255,0,52876.7257,8.8562,64.6224,24,2,2
22.688,3.7741,1,60075.3073,7.2762,107.9613,79,0,0
15.6477,2.1745,0,55324.5379,1.5721,118.4061,1,0,2
34.3287,3.6232,0,43318.4304,9.0052,90.6065,96,1,2
16.2603,0.2773,1,10613.5908,8.7834,1.8403,64,2,1
10.3815,3.9552,0,97829.3754,2.7967,94.2207,70,2,2
26.4096,4.2611,1,23271.9227,5.2207,10.4648,52,2,0
15.7087,2.8426,0,118156.1927,0.9243,34.231,81,1,1
45.5975,3.9072,1,81491.0825,5.4483,111.6233,85,0,1
10.4378,2.6945,1,53843.9105,1.8952,1.0218,80,1,2
18.408,2.0874,1,44879.5055,5.7064,65.0236,57,0,2
41.3567,1.5829,0,95027.1675,7.3387,39.5689,49,1,1
28.85,3.3892,1,5964.9919,0.7454,93.4321,83,1,0
46.7834,0.1797,1,35484.4482,0.9784,117.2608,6,0,0
44.8934,2.3773,1,74680.3849,0.3481,64.6723,99,1,0
19.5792,0.6681,0,36175.7609,9.2046,56.6227,71,2,2
32.8066,4.0498,1,109283.491,1.9763,64.818,47,2,2
37.1675,3.0281,1,62121.9859,1.9236,73.8076,85,2,0
40.8627,3.3888,1,46092.1363,9.864,105.7229,52,1,0
49.6983,0.114,1,104013.5446,5.9256,53.8276,36,0,0
48.7123,1.2047,1,82011.2421,5.3293,94.8691,5,2,2
47.5243,4.002,1,89669.8881,6.893,25.2636,92,0,2
16.4659,4.1367,1,98009.1942,5.2571,55.6432,53,1,0
12.3649,2.5001,0,16930.2762,7.5742,20.4812,55,0,1
42.22,0.6971,0,17646.1881,6.79,93.342,95,1,2
