bandwidth,cruise_speed,firm_obstacle,illuminance,obstacle_distance,obstacle_size,power,quality,smoke_intensity
30.8676,0.012,1,114700.7914,2.1874,92.6223,46,0,1
48.0305,3.8205,1,77190.1996,9.1342,75.4142,0,1,2
18.7315,0.2618,0,14532.936,2.0199,96.4106,92,2,0
31.8512,2.4672,1,61451.8332,9.1572,115.4399,91,2,2
24.4944,0.3345,0,79743.9202,7.2351,38.5407,73,0,0
17.3763,0.0339,0,74141.0856,2.0284,12.6706,49,1,0
27.0908,4.957,0,119729.9186,7.5589,107.2697,87,1,0
45.9823,2.1232,0,73228.1018,0.9242,52.0773,87,0,1
13.5443,0.215,0,16252.0172,1.8176,115.8893,2,0,0
15.7517,3.08,1,26709.8657,1.3594,20.8172,94,1,1
29.9017,0.5404,1,9607.4162,0.5995,16.9657,14,2,0
30.4972,0.8859,1,106475.6499,6.5238,36.7786,95,1,1
23.2688,4.456,1,7378.4339,8.9302,50.0541,23,1,0
35.8293,1.2108,1,87110.6045,1.0698,56.3242,49,0,2
13.3781,0.6054,1,64903.0774,4.9081,78.582,46,1,2
28.7198,2.7218,0,118338.4932,0.0554,37.3661,47,0,1
49.3649,4.1621,1,12231.9383,0.5789,85.5452,77,1,2
46.0737,0.0034,0,43196.8416,0.1633,36.389,15,2,0
23.2344,3.9839,1,32149.1528,8.9551,102.6445,77,1,2
30.7903,0.0757,1,62011.4899,3.5236,107.2122,85,0,2
17.2452,4.854,0,4080.1276,7.2166,8.0904,33,0,2
13.0173,0.8263,0,83676.9915,8.8463,82.0051,81,0,2
40.2926,3.4648,1,100677.2843,3.4181,21.166,55,0,0
36.0642,3.4573,0,27778.275,8.2704,99.9451,94,0,0
24.5957,2.1573,1,96397.7576,2.6055,37.7128,14,1,1
12.9297,4.8696,0,50277.804,8.8062,11.859,9,1,1
18.6257,3.4946,0,105289.7337,7.2696,35.5751,5,1,0
32.803,3.8316,1,106794.5952,8.1997,62.4841,35,2,2
31.3326,3.0216,0,104404.4185,3.0515,19.3588,44,1,2
49.6616,0.1318,0,10592.765,7.9213,79.0485,31,2,1
17.1338,0.36,1,49656.5707,8.643,63.0797,73,1,0
30.2098,4.1917,0,84980.6395,1.7511,76.5604,30,2,2
32.2462,3.3966,0,58794.396,7.8987,5.3546,36,1,2
13.4995,3.3616,1,51918.2289,8.3147,42.1787,3,0,0
37.4627,2.9712,0,21381.7206,4.5132,64.7253,75,2,1
37.9325,4.6851,0,46700.173,5.2525,22.1133,97,0,2
10.0564,3.3567,0,55440.933,4.5617,59.8445,18,0,0
44.1995,2.029,1,113796.7033,9.0456,10.0666,98,2,0
44.0237,4.6115,0,63488.3354,1.5699,61.2443,69,1,2
18.6118,2.4754,1,32866.4645,9.1216,83.3351,73,0,0
17.8085,4.2908,0,7552.5518,1.9539,67.9697,91,2,2
39.3066,1.7608,1,15310.5488,2.3628,16.709,1,0,2
34.9169,0.9525,1,38641.1718,9.2931,63.0997,83,0,2
22.4798,1.3403,1,95894.7847,3.906,110.0232,72,0,1
39.4341,1.713,1,73101.2485,1.6544,60.654,45,2,0
30.1985,0.6629,1,63653.0592,3.5416,96.2954,47,2,1
46.4277,4.5019,0,107823.567,6.9695,3.0092,73,0,2
48.6806,3.0505,1,50458.9602,4.2331,80.4203,76,0,2
24.5505,4.9413,1,106761.9315,7.6944,63.2888,11,1,0
21.8302,2.4906,0,31115.916,0.0043,112.8532,30,0,0
11.5528,2.8974,1,118051.4604,6.2072,35.0563,73,2,2
13.1145,2.1305,0,92902.8562,7.1478,92.0304,44,1,2
36.978,3.5263,1,26732.9191,2.2418,63.7529,37,0,0
23.7584,4.8442,0,40046.1808,1.9106,29.1477,31,0,1
18.5291,0.1506,1,22518.1396,7.6356,37.2885,44,2,2
47.2364,4.1956,0,293.3604,7.5048,50.5238,60,1,0
27.8837,3.4142,0,56235.9545,7.6402,59.0065,11,1,0
34.2421,2.9631,1,11255.2911,8.2337,94.2297,81,1,0
48.4473,1.6434,0,80.9516,9.858,27.6075,99,2,0
18.3105,2.5742,0,85072.9371,0.3623,37.1934,84,1,1
33.303,2.4741,1,73465.3948,5.5818,72.2861,64,0,0
21.0344,1.2294,1,76184.6871,7.9103,79.6608,51,0,0
21.5215,2.8105,1,15216.6681,2.3435,36.4848,92,0,0
34.1777,3.3247,0,8115.1449,8.5826,101.8493,19,0,0
18.8266,2.4497,1,63686.8116,2.259,12.2428,17,2,2
14.9702,0.9839,0,40865.0244,8.6897,59.4753,85,2,2
13.9856,4.1341,1,56014.5046,4.0018,95.5533,22,2,1
18.317,3.6736,1,98224.5519,4.8936,42.1491,47,2,1
37.4514,3.5839,0,60004.6869,5.6719,74.0248,24,0,0
44.6532,1.6384,0,4938.2341,2.8,4.5046,85,0,1
39.2846,1.229,1,80384.6689,8.7652,4.8977,50,1,0
31.299,4.9246,1,119547.4748,8.5039,12.5431,37,1,1
18.7719,3.7275,0,17953.4415,6.8715,26.9779,3,1,2
35.267,0.5232,1,76514.0364,3.717,72.7867,98,2,2
14.9972,2.9776,1,39660.7681,6.8208,20.2143,20,0,1
38.8216,2.6666,0,19652.3631,9.1264,26.0233,36,2,0
48.0696,2.6402,1,8534.014,4.4152,57.0907,0,0,1
42.2217,4.8858,0,28795.8393,6.9867,79.6394,16,2,2
29.2408,3.377,1,32281.2883,2.3827,81.8348,64,2,2
26.1327,1.3661,1,63126.7549,0.1781,30.909,74,1,0
17.9382,2.5278,0,5569.1573,7.7319,94.8449,18,1,0
49.1617,2.0671,1,38555.9536,2.8514,39.9547,7,2,1
31.7667,3.5058,1,30637.4054,5.8631,18.2427,85,2,1
28.1956,0.826,1,117396.0624,1.9864,66.6509,51,2,2
20.5139,2.8382,1,55088.2098,1.9632,116.4296,11,0,1
39.8632,2.2862,0,8717.5365,8.5963,61.6999,71,2,2
33.787,1.3955,1,90364.6871,4.1097,77.747,8,2,2
21.6554,4.4781,1,11596.1368,7.7829,67.559,86,1,0
43.6962,4.6165,1,48173.0252,1.4341,112.481,96,0,2
42.9703,4.586,1,22024.0383,9.4863,104.3108,63,0,0
23.5605,3.1015,1,92636.4794,0.2836,39.6709,32,2,2
24.2705,4.399,1,74331.1499,9.0091,62.6799,4,0,0
30.3082,4.6843,0,58388.4768,8.4409,58.0916,67,0,1
19.4754,3.8018,1,36013.2123,9.4038,36.7759,17,0,1
25.0966,3.6728,0,20013.2207,7.7533,96.5184,62,1,2
30.5737,1.8606,1,58366.7912,3.9027,63.4483,22,1,2
28.7201,0.2746,0,68617.8642,1.9341,0.9635,12,1,0
15.7251,3.513,0,2666.0646,4.3195,116.0843,67,1,2
18.3641,4.582,1,82558.5974,0.8663,101.7746,4,1,2
20.0713,3.3152,1,116781.838,3.2754,38.8975,25,1,2
41.9193,4.0299,0,31145.3218,1.6917,100.8136,50,0,1
18.2916,1.6411,0,75511.9248,1.2302,32.8109,75,2,2
46.9125,4.8141,1,49306.3506,9.7367,12.428,33,0,2
28.3498,4.2045,1,28217.4347,4.9758,119.0507,38,1,1
39.4572,2.6399,1,4139.2484,1.243,111.8593,75,0,2
13.5812,4.1071,1,118623.0017,2.002,8.16,64,1,2
31.7246,2.5383,1,118895.9348,0.0497,75.5659,54,1,2
13.895,3.1651,0,39172.6272,5.5935,29.8668,96,2,0
41.3788,0.9954,0,53998.8174,0.4955,18.6844,10,2,2
36.632,3.7896,0,96568.953,8.3364,40.8149,69,1,2
25.4586,4.9822,0,66011.1059,1.493,79.5356,43,0,0
19.794,2.3391,1,101830.9747,3.9461,19.0011,88,1,0
23.6748,4.7906,1,93008.566,3.4663,100.7175,79,1,1
33.379,4.4208,0,76575.4911,6.5205,23.9288,29,0,2
22.7438,4.098,0,42385.8167,4.0212,0.0093,77,0,1
27.7786,3.6799,1,20978.2612,2.9256,100.6112,72,0,0
47.6076,4.3133,1,10480.4953,3.7055,8.7823,68,1,1
35.175,0.6977,1,111627.2179,7.5007,90.8184,71,0,0
39.8368,2.728,0,95900.6626,7.4461,2.3995,50,1,0
28.319,2.6679,1,65612.4422,8.4646,102.8023,76,2,2
36.0083,1.8289,0,70040.479,0.9373,75.7199,24,2,2
49.5112,4.68,0,73609.1969,7.5442,114.0411,60,2,1
17.1815,3.316,1,111498.4346,3.0018,93.3475,16,1,2
12.2279,1.865,1,79940.4144,8.8329,68.29,60,1,2
44.743,1.9169,0,74271.235,6.4472,80.534,47,2,0
