bandwidth,cruise_speed,firm_obstacle,illuminance,obstacle_distance,obstacle_size,power,quality,smoke_intensity
31.3916,3.5673,0,6661.2067,5.5216,93.4223,93,0,1
39.8086,4.6757,0,40565.0337,7.7283,108.9197,5,1,1
48.8702,4.1818,1,13480.909,9.7243,113.9758,77,0,2
44.2339,2.7342,0,101213.5174,9.849,69.9698,18,0,2
35.17,4.9936,0,2107.799,9.942,2.6914,24,0,0
36.6559,4.4919,0,89873.7249,4.359,8.1948,21,1,0
38.7682,0.7932,0,108160.8066,0.9332,26.7667,34,2,2
28.5906,2.8595,0,58714.1224,0.2517,42.3763,2,1,0
40.7477,0.7445,1,1125.516,4.7656,115.6742,26,0,0
14.5167,1.3176,1,96747.7096,5.6226,15.5512,46,1,1
46.6899,4.0329,1,60202.1816,0.8336,38.5146,72,1,2
33.9625,0.0349,1,21093.1795,3.4162,57.8972,48,1,2
40.9573,4.1002,0,96298.8796,5.3672,75.0185,70,2,2
49.7636,0.6626,0,118961.5382,7.9433,83.0872,32,1,0
21.1503,2.4262,1,71111.2863,3.1272,41.2895,61,1,0
39.1683,1.8168,1,11142.4488,6.2826,32.9555,70,1,2
17.4942,3.6125,0,110898.3425,2.3942,96.8239,92,0,0
49.1257,3.5045,1,107344.0337,2.3084,101.7432,17,2,1
19.682,2.7494,1,3867.3136,0.2374,90.8165,35,1,2
46.137,3.4099,1,25107.6515,1.6126,47.5226,31,2,0
21.2174,3.6129,0,88503.7512,8.2244,54.212,19,2,2
17.7514,4.9552,1,27149.6405,8.7009,71.7882,55,1,0
34.9752,0.9926,0,96360.0345,1.6282,110.2279,93,0,0
42.9423,3.5999,0,52221.7224,5.8509,117.2545,87,2,2
28.3408,1.8225,0,114862.962,1.229,48.6622,18,1,1
10.646,2.5282,0,53245.3506,6.2821,75.1184,69,2,2
49.7675,2.6007,1,60970.3585,2.3836,67.174,15,0,0
43.4452,3.6195,1,89114.6748,1.5247,103.2834,58,2,1
11.6463,0.7565,1,7100.7294,3.7109,119.4914,93,1,1
11.7676,3.156,1,34171.6656,4.6994,96.9322,49,2,2
26.0987,3.752,0,114937.7055,4.8138,45.8159,55,2,1
48.6131,2.9839,1,116444.702,2.4865,60.9344,47,2,2
39.7338,4.3189,1,79038.9593,9.3564,2.6391,54,2,1
44.4971,4.5873,1,94391.4715,7.4235,45.6477,8,0,2
26.3828,0.4524,1,24034.2205,4.1239,8.9176,70,2,2
16.5812,0.9122,0,94163.4541,4.5373,105.0432,20,1,0
46.0073,2.056,1,49666.8402,7.5466,94.2779,79,2,0
35.6222,0.9121,1,15966.2633,2.0667,47.415,51,2,1
30.5695,0.9019,0,67298.4821,8.4923,2.4911,36,1,2
41.9407,4.2182,1,70152.4846,3.2567,11.9617,19,1,2
20.6095,0.0741,0,105637.1182,0.6443,101.8042,8,0,2
22.2461,4.9899,0,10163.4655,5.2115,40.5905,55,0,1
49.812,1.8792,0,34516.5082,9.222,87.0416,44,1,1
27.7039,1.1769,1,50707.4755,9.3984,91.2489,79,1,1
46.5379,0.9619,1,116273.457,3.873,61.8826,36,1,0
19.489,4.2085,1,102237.0485,8.1109,84.9982,32,1,0
38.8437,3.4906,1,86235.0712,4.5712,22.7016,37,2,0
11.8988,3.9765,1,97814.2211,6.8738,29.9797,43,1,2
39.8254,0.6362,1,24550.5246,9.259,19.3944,52,0,0
18.0822,2.3988,0,114702.3587,4.8842,97.6711,73,0,1
26.6117,2.0166,0,17920.4206,2.3188,42.9581,83,1,2
46.5937,2.1367,0,33867.6325,5.9663,34.6777,42,0,0
22.5074,3.013,1,782.0196,5.3503,24.9051,23,2,1
14.4768,1.8444,0,31010.5542,7.489,68.0685,22,1,0
36.0884,4.1347,1,72072.9782,6.7335,99.349,11,2,1
