car_speed,orientation,p_x,p_y,road_shape,weather
15.5196,0,5.3426,7.5219,2,2
33.8945,-3,4.6241,6.4321,1,1
8.4407,30,4.2842,9.297,2,0
16.0853,30,4.4254,9.8395,0,2
43.4039,12,3.8424,3.8956,2,2
47.7306,-12,5.1829,1.2356,1,2
23.4974,4,3.595,6.7592,0,2
43.2357,-26,6.9775,6.2849,0,1
46.8263,13,8.7087,3.0614,0,0
36.4922,20,9.5725,5.8552,1,0
10.2368,-25,2.0248,4.2204,1,0
23.8109,-15,5.4803,1.2267,1,0
29.7383,-13,8.6256,8.5638,1,0
27.6483,-20,6.6315,6.7278,2,0
19.4163,-30,8.7834,7.6193,1,1
14.7174,-27,1.1912,4.042,0,0
36.9693,12,7.2325,4.1602,2,2
16.0565,26,8.7262,9.3289,0,1
14.2483,26,2.6818,1.7295,0,0
34.9694,0,8.8097,6.0943,2,2
42.3528,-2,3.6435,6.8056,1,0
35.4005,25,5.3178,6.1794,1,1
47.8098,-7,0.1204,2.5682,2,2
44.9756,14,8.9226,2.0882,1,1
21.7625,18,0.1402,8.61,0,1
24.9031,5,4.7857,4.2752,0,0
47.996,-2,9.3429,7.13,1,1
37.1961,7,7.9385,0.5363,2,2
43.1529,3,7.9764,6.0381,0,0
21.9733,24,7.8117,5.6683,0,0
39.9058,-19,6.6632,6.2484,0,1
49.2304,-5,0.8044,8.0078,0,1
35.0112,14,7.1335,1.6979,0,2
27.1297,-29,7.5373,8.1732,0,1
20.5775,-15,7.7103,0.6868,2,0
40.3981,0,3.4543,9.3669,0,1
16.349,14,6.2024,8.7097,1,1
7.6675,29,7.8841,1.8669,2,1
36.0606,19,5.3368,0.9133,1,2
37.7724,-4,5.5271,9.0052,1,0
22.5525,-29,2.262,8.321,1,1
35.8182,-1,2.9717,6.3228,2,0
14.1084,15,7.1827,6.9467,1,0
16.5055,-30,2.9298,6.4507,0,2
13.6454,-3,1.5465,4.6311,0,0
28.6234,28,2.4746,5.955,0,1
32.9933,-7,3.1495,9.513,2,0
5.9573,-14,2.7533,3.5586,2,1
6.6148,-16,9.1704,2.3645,2,2
29.6061,2,4.9185,6.8397,0,1
19.3396,14,9.0413,2.4232,2,2
5.7268,12,1.2073,3.4008,2,0
12.7147,-10,0.348,9.2619,1,1
26.5625,8,1.4782,4.4209,1,0
26.4194,-19,8.8965,4.3363,0,0
36.6404,-24,1.4208,5.2918,1,1
42.5276,-9,7.3165,7.3851,0,1
28.6478,24,7.6607,3.9167,1,0
5.3848,19,6.5326,7.0571,2,0
41.7424,11,6.1881,3.8823,0,0
44.1232,-18,3.9534,0.9357,2,1
45.1987,15,6.2808,4.0896,2,1
28.9199,-3,2.2838,8.4139,1,0
36.0255,-14,9.5065,0.4815,2,0
8.0658,19,9.3037,1.921,1,0
39.0662,27,6.163,9.8248,1,0
31.6126,-21,2.4989,9.4158,0,2
20.8604,-18,9.6212,2.6384,1,2
24.6883,13,7.9162,1.4302,1,1
48.8401,-1,7.9304,5.8306,2,1
48.3509,9,7.4512,5.9999,0,1
21.2243,12,6.6867,5.8154,2,0
44.9609,-10,7.4027,9.2659,0,0
25.3608,-23,7.503,6.7989,0,0
13.6814,-15,7.0582,5.6226,0,1
28.0052,-2,7.8427,5.6785,0,0
39.1706,23,6.4044,2.9108,2,1
15.8058,18,3.5731,7.6718,2,1
8.1168,-3,9.1216,5.915,2,1
23.7194,-16,8.5034,4.2857,1,2
46.0617,-4,6.2858,2.8355,1,0
24.9345,16,8.5554,5.3473,0,1
25.7974,2,2.5761,2.6252,0,0
26.669,18,8.6024,2.4914,2,2
40.1421,-4,3.6011,7.7465,1,2
47.5181,-15,5.3118,2.3954,1,2
22.9433,23,1.3571,4.7905,1,1
46.6385,9,3.2529,4.6113,2,0
7.7292,-2,0.8343,9.2414,0,0
26.5877,-26,2.3375,3.1754,1,0
21.2151,22,3.9123,9.4572,2,0
40.3999,3,9.8909,4.4911,0,0
49.8144,11,8.9765,5.3529,0,1
28.6166,-28,8.8999,8.6118,0,0
37.6054,-17,4.9287,5.3759,0,2
29.121,-11,9.0121,6.0954,1,2
7.7618,18,4.2026,3.8897,0,0
6.6116,30,4.5225,5.9495,1,0
16.685,6,4.8084,8.6952,2,0
12.0859,-11,2.0593,3.2859,1,2
30.3609,29,3.1804,5.7707,2,1
36.7544,-10,2.9819,8.2479,1,1
22.8249,30,2.795,8.114,1,2
16.23,-30,1.4822,7.443,2,0
47.5112,3,3.1866,8.604,0,0
18.8883,-30,1.1871,9.3971,0,1
20.0105,-9,8.0824,4.7863,2,1
14.7195,-17,0.2764,7.9695,2,2
5.9872,14,7.7402,7.1238,2,0
22.4422,17,9.1413,7.6617,0,2
48.9709,-27,9.5852,0.1396,0,0
36.2928,-10,6.5303,3.2268,1,0
49.7316,-6,2.5108,0.8943,1,1
41.4911,10,5.8077,8.379,0,0
19.6336,29,4.5204,2.1834,1,1
37.8776,-14,2.3955,3.4186,0,0
26.6446,-24,5.0871,6.5523,0,2
42.3906,28,6.4795,8.251,2,1
44.9612,12,7.8532,5.6442,2,1
17.4259,-10,8.0551,5.7254,0,1
14.3074,-21,9.9617,6.5684,2,1
48.454,6,7.8851,7.2225,2,1
5.1305,-22,9.6689,9.3444,2,2
22.7081,9,5.5542,1.4378,2,0
16.624,-3,9.5441,6.9268,1,0
17.824,27,7.2025,2.2124,2,2
25.5368,29,4.5474,0.1762,0,1
47.1308,9,5.8462,6.4217,2,2
40.5264,24,6.7144,9.4023,1,1
17.0229,16,8.3549,0.8184,0,1
32.3847,-21,3.9853,3.527,1,1
27.6675,-20,9.9497,7.7336,1,1
31.7197,-11,7.7741,7.1185,2,0
46.0436,-17,8.667,8.8224,2,1
9.173,6,4.6259,8.6848,2,1
17.0125,-14,7.2365,7.2476,0,1
18.0714,-23,3.5866,7.3829,0,2
23.6362,4,1.4756,1.142,2,1
46.6278,-22,4.0146,2.3455,2,0
24.0846,-13,3.157,7.0909,2,2
47.1615,-18,6.2091,6.077,2,0
7.2703,-6,8.7357,8.85,1,2
41.8971,-28,7.3941,8.4866,1,1
38.2937,-3,6.1375,1.7481,0,0
41.8645,-9,5.4652,8.4499,2,0
46.6431,25,5.6236,5.9449,0,2
31.6927,25,5.0628,8.5168,1,2
14.0218,24,9.6882,1.3806,0,2
16.5818,23,5.5558,3.3824,2,2
42.2231,-26,5.9853,0.4312,0,2
45.4727,-14,9.7702,8.6601,0,0
22.4742,-17,0.7864,8.7129,2,0
25.3905,6,2.0629,7.0466,1,2
40.3441,-18,3.8628,2.7468,2,0
20.3327,-20,0.6872,2.0379,1,0
12.594,-23,4.1211,8.1296,1,1
49.5344,-28,9.5899,2.373,0,2
44.0696,5,6.7656,9.0722,0,1
21.2666,-24,0.5714,2.4473,0,0
14.8276,27,3.2589,4.6733,1,1
23.826,12,0.5801,3.6989,2,2
39.1755,-2,2.5093,0.2339,1,2
39.7416,12,8.4052,0.875,2,2
23.3033,-7,6.616,9.2416,0,0
6.4696,14,0.2846,4.6324,2,2
44.7677,-19,2.0185,0.941,1,2
10.4068,2,8.7769,1.0658,0,0
48.5351,19,3.6979,4.9669,0,1
41.6366,-4,2.7879,5.6445,1,2
47.4949,-11,5.3017,3.3123,1,1
16.8256,20,8.8763,1.8467,2,2
16.3469,-15,5.1855,8.4265,1,1
32.8197,10,2.7229,2.2941,1,1
41.6484,18,6.5543,3.9428,1,0
20.6739,14,4.4509,6.5761,0,0
33.8552,-29,7.2453,0.1052,0,0
25.9397,23,4.5156,3.2361,2,0
25.5061,16,9.4539,1.1428,2,2
5.8572,-15,6.9554,7.4859,2,1
38.3378,-17,0.211,6.3599,0,0
41.7286,5,2.2744,6.2303,1,2
40.751,-20,0.3654,3.2524,0,2
12.6169,15,3.1599,8.7799,2,1
42.6156,22,8.4653,9.6713,1,1
21.8311,-2,4.5345,8.8553,0,0
19.6334,-13,0.1441,1.5639,0,1
32.065,6,6.1808,5.5866,0,1
38.1917,30,1.8736,7.1129,2,1
21.1727,-14,2.1323,6.9593,2,2
49.9267,17,5.6584,4.3542,2,1
30.1556,14,2.6055,8.5991,0,2
16.6931,9,9.517,9.3538,0,2
35.164,8,7.2345,6.2403,0,0
31.8925,29,3.6668,2.1628,1,2
36.3081,1,3.9387,9.1157,1,0
17.8315,1,9.6376,3.9221,1,2
10.5238,-2,0.0134,3.9521,1,2
44.0527,12,2.1124,3.1153,1,0
49.5012,20,7.972,3.2627,1,0
45.0982,-10,9.8696,6.0564,2,2
21.7486,5,8.7047,7.5659,2,0
18.4507,3,5.563,2.1213,2,1
6.9914,4,0.4279,5.2415,2,2
23.6166,14,6.1811,4.1361,1,0
7.5028,18,0.1168,0.8378,2,1
34.9194,14,3.5636,0.8113,1,1
21.0144,9,2.7481,0.5415,1,2
24.892,19,7.2422,8.17,1,0
35.98,7,6.1375,2.6892,1,2
45.1516,29,5.7555,0.2033,2,1
31.1851,-28,3.7191,3.9615,0,0
46.2964,1,0.1494,6.5363,1,2
27.1876,-9,2.5878,1.1032,0,0
8.0305,8,0.9967,7.5188,2,2
45.1033,22,6.2501,1.7204,1,0
18.3241,-11,3.0869,5.6482,0,2
47.6148,-14,5.7145,1.6797,2,1
36.0249,-30,4.8273,1.0901,0,0
43.3464,16,7.369,6.6757,1,0
22.9489,-4,1.1878,2.8327,2,0
47.7432,-24,5.0288,1.927,2,1
8.5363,4,4.2036,5.5506,1,1
28.7733,-13,9.1803,8.022,2,1
8.1944,-3,9.0508,5.9323,1,0
9.3808,22,3.9997,8.5783,2,0
21.9548,-24,6.4767,6.3739,2,2
26.7375,25,8.7112,7.0124,0,0
35.2236,18,6.9152,9.3176,0,0
19.4022,26,9.8597,5.0757,2,1
7.3259,4,0.558,7.1198,1,0
47.7185,15,7.9762,2.9496,0,2
9.7028,-22,5.6554,2.1174,1,1
49.3587,29,4.6343,3.173,2,1
28.3645,-9,3.7407,2.9875,0,1
49.2422,23,2.7245,2.1539,2,1
32.3234,-11,1.7261,0.5626,0,2
33.8764,-17,5.7309,4.0771,0,0
23.5586,-11,2.467,1.3113,0,1
48.8815,-22,3.5716,5.8448,0,2
45.4727,0,7.0556,9.7834,0,1
15.3499,-29,8.0965,2.6481,1,1
28.4416,-4,5.2229,5.7615,1,1
48.0781,1,3.0522,5.8245,2,1
35.3603,-5,0.8125,6.8797,2,2
5.6897,-9,8.7008,4.3755,0,0
38.9017,-11,9.7671,2.792,1,2
30.9589,-6,4.408,1.7555,1,1
39.0673,13,2.2515,5.9731,0,1
9.5099,-4,4.893,1.1843,0,2
15.8656,7,3.6559,3.2167,0,1
31.5478,17,6.9913,2.6246,0,2
49.8,24,4.2439,3.8292,0,2
27.7133,14,4.4971,6.5223,2,2
15.7654,-9,3.7111,0.3361,2,0
30.8099,-9,7.3277,6.1117,2,0
15.3413,-11,3.6108,7.2652,0,2
11.8469,9,4.563,5.8948,0,1
48.6842,-5,1.1918,1.2361,0,1
16.5645,-16,9.1685,2.8758,0,2
15.5986,-28,9.5187,5.0408,2,1
49.9437,19,2.898,1.4993,0,2
48.2896,-26,5.3642,1.8204,0,1
32.8856,-12,8.2564,9.321,1,2
11.5578,-12,4.3729,3.5733,0,1
23.8998,-27,4.6118,4.3381,1,1
18.2014,-15,5.7411,7.6015,2,2
25.6955,-17,8.2429,2.8123,2,2
35.9915,-12,2.8313,7.9578,2,1
42.7421,-26,5.3699,8.7273,2,1
37.2526,27,4.6137,3.8045,0,2
6.1914,21,4.8889,2.2624,2,1
15.8637,30,8.0556,9.6246,0,1
36.0609,21,8.9711,2.9287,0,0
18.1224,-20,9.3062,2.4804,2,1
12.2605,-14,6.6327,9.3734,0,2
37.9576,-12,6.6248,3.9221,0,1
43.2081,29,0.7456,8.5874,0,1
25.7466,11,4.1467,3.144,2,1
36.0285,-16,0.2983,2.7771,2,1
32.3861,-6,4.3004,5.0591,2,1
33.2226,-30,9.935,6.0603,2,2
40.2995,15,0.2772,1.7218,1,1
36.049,-13,0.7044,3.1501,1,0
10.0817,-7,5.541,1.5137,0,0
47.6979,-2,7.6664,2.5052,2,2
38.969,-29,7.0991,5.6906,0,2
19.796,-20,1.799,6.618,0,2
16.5245,18,5.4803,6.0629,0,1
19.679,-17,9.8318,1.1213,2,2
36.1872,23,8.7526,9.1487,2,2
10.7987,-19,7.1947,4.8341,1,0
18.8877,-5,7.99,8.603,1,0
25.18,26,2.3183,4.6662,0,0
25.1947,-12,3.6235,5.8779,0,0
31.9351,-29,7.2981,8.3022,0,1
43.1897,-18,7.3351,8.8762,1,1
7.12,23,1.8176,5.9445,0,2
34.4399,13,0.006,8.0223,1,2
33.8671,2,9.1973,1.9748,1,0
15.1737,6,0.2713,9.8657,0,0
43.218,-27,5.5233,1.5521,2,1
41.8687,-29,6.3284,1.4222,2,1
29.926,-8,0.9723,4.8677,2,0
23.1938,-3,3.1763,8.6603,2,0
11.9325,6,4.1083,4.2279,0,0
21.1017,19,5.4045,9.5626,1,1
9.649,-29,3.2882,6.3338,2,0
49.3406,-13,4.4435,4.7828,0,2
12.0675,-6,5.0758,4.469,0,2
41.9245,28,9.0387,4.7353,1,0
12.4873,-4,9.8058,2.5001,2,2
23.4039,-9,1.4097,6.5338,1,0
41.4098,4,1.4952,6.8543,1,1
40.323,-3,0.6529,2.0676,1,1
29.3553,-17,9.8602,5.5038,2,1
30.8187,-4,0.7885,5.6117,2,1
10.0189,-1,0.818,1.1024,1,1
35.0148,-11,5.5643,7.3523,2,0
44.1464,17,2.0539,4.5182,1,0
