car_speed,orientation,p_x,p_y,road_shape,weather
19.9026,17,7.0759,6.2991,0,0
42.5451,-22,4.4193,0.8599,1,1
32.4964,-9,3.6034,7.4544,2,0
6.3928,7,9.8845,8.9805,1,2
45.3821,-29,5.5715,2.469,0,0
5.7126,13,7.8496,6.8663,1,2
31.438,19,5.7317,7.3019,2,0
38.1604,-7,9.3222,9.0907,0,2
35.6306,-24,6.9682,5.6519,0,1
21.3239,-12,6.699,3.7921,0,1
6.7104,16,3.2956,1.8113,0,2
40.9,-15,2.201,7.0273,1,1
49.8326,27,7.6854,3.4358,2,0
26.1029,14,4.508,6.1343,0,1
30.8617,13,4.4427,6.839,0,2
38.5335,25,5.0181,2.0642,0,0
44.4864,4,5.3019,6.024,1,2
48.4922,19,5.1873,5.9474,0,0
24.5852,-28,1.1389,3.5788,0,0
47.9861,-26,9.6111,7.3868,0,0
27.2335,-18,7.5276,4.8152,0,1
46.0818,-4,7.0681,4.5503,2,1
23.8894,13,3.2274,9.1995,2,2
18.1701,-1,2.2202,0.3571,2,2
12.3576,-9,1.7783,9.6945,2,0
25.2963,-26,6.1989,4.5194,1,1
35.1537,5,0.8177,6.4658,2,2
9.7174,0,2.3596,0.4218,2,0
10.6634,-16,6.9685,3.4546,1,1
17.8506,26,1.8278,0.8176,0,2
33.4124,-13,3.6173,5.9212,2,1
11.4072,-9,8.622,3.9688,2,1
24.047,-16,9.2509,4.4563,1,2
25.1694,-10,5.078,5.0238,2,0
30.1783,15,4.1258,9.8606,0,0
32.8785,-27,6.5635,9.1628,1,0
21.5711,-6,4.4095,2.595,2,0
36.9654,-5,4.5048,3.6852,0,0
32.1096,27,1.0579,7.304,0,2
11.1668,-9,0.2579,3.531,2,2
24.4694,-1,5.265,1.9419,0,2
40.5608,-9,8.7425,9.3208,1,2
32.7549,23,6.6969,1.7422,2,1
38.9134,6,9.6946,6.0918,1,2
10.0221,-29,1.5743,9.3254,2,0
35.0921,29,4.9987,5.275,1,0
31.1043,10,0.5817,4.4788,1,0
22.1539,9,1.7506,0.4467,0,2
45.4275,-3,8.7164,0.5315,1,2
47.858,4,2.0421,3.0777,2,1
39.126,-13,9.5459,7.1119,2,1
49.4571,29,2.9936,5.2954,2,0
