car_speed,orientation,p_x,p_y,road_shape,weather
5.795,28,8.8521,1.2015,0,1
47.1353,29,1.0515,6.3951,2,2
36.1208,8,7.8804,7.6882,0,2
35.5074,18,0.1314,0.9647,1,0
7.3193,-2,6.5174,1.7229,1,2
7.0984,8,0.82,8.3951,2,0
14.4709,-18,2.9364,3.837,0,1
14.558,-15,0.2059,8.8764,2,2
25.4577,1,1.1979,6.023,2,1
18.8064,-15,4.3437,2.0653,0,1
15.2369,28,0.6942,3.0066,1,2
40.8496,-18,9.1239,5.6191,1,0
22.2653,-16,5.8416,2.2872,2,0
44.2128,27,1.5204,4.3941,1,0
25.4776,6,4.6549,8.9971,2,2
32.4609,-16,3.463,4.2443,2,0
26.1031,-8,7.9642,8.742,2,0
44.3345,8,3.3048,3.6906,0,1
36.9386,-22,9.7886,5.2295,0,0
43.6672,-7,8.7487,6.325,1,1
9.803,27,8.054,9.5814,0,2
31.6582,8,1.9112,4.0439,0,2
39.8212,17,6.3887,9.1833,0,1
35.0688,19,9.4146,4.4407,2,1
32.1385,-21,1.1977,9.5837,2,0
46.4484,28,2.159,2.4917,2,0
27.958,-8,3.0476,8.8562,1,2
7.4643,18,6.4129,8.8191,1,2
27.3454,-11,4.6776,0.9814,1,2
15.1803,4,0.3598,5.3067,0,2
39.3316,8,4.2906,9.1337,0,1
23.8912,14,8.8615,1.5136,0,1
38.8087,-1,4.7111,0.1863,0,2
37.8763,-22,6.2667,9.7622,1,1
46.7033,7,0.5474,7.5965,0,1
31.8438,-4,6.1175,7.8477,0,1
42.6193,16,4.5893,9.2935,0,0
28.5579,17,0.1164,8.6182,0,1
5.0443,-1,3.5338,2.2626,2,0
25.7708,14,6.8992,8.8235,1,0
47.8803,26,2.7536,9.4437,0,2
40.8372,-21,2.192,4.4882,1,1
37.4066,3,5.8196,6.3314,2,1
10.8731,7,9.54,3.5905,1,1
43.1107,-3,6.6994,0.2246,0,0
7.6119,10,8.0126,1.9823,0,0
35.3318,-8,2.5921,0.613,0,1
40.619,-8,1.3235,6.5202,1,1
6.5757,29,7.927,3.6528,2,2
7.0115,6,9.59,2.4868,1,1
17.8165,8,2.9881,0.4498,2,1
21.9501,24,5.0162,9.5432,0,2
12.0545,-5,8.2898,4.9933,1,2
27.5997,7,7.6172,8.3843,2,2
30.2565,10,0.5407,4.2614,1,2
33.5208,15,5.9169,9.4466,1,1
15.9119,26,4.288,4.1527,2,2
21.2927,18,6.4617,2.7062,0,1
5.7924,25,2.172,3.4129,0,2
17.6064,-20,5.7882,8.843,1,1
22.9489,-18,4.4964,6.3016,0,1
47.1091,7,9.998,8.9486,2,0
46.0282,2,4.6682,7.9567,0,0
29.5593,-13,9.8201,6.4472,1,2
44.1919,16,5.5895,9.2146,1,0
36.9879,5,5.0142,4.2509,0,0
30.6767,6,3.735,6.5009,1,1
48.4062,12,6.8876,0.2953,1,2
47.6016,21,1.9457,9.8086,0,1
34.6542,2,9.5451,1.4509,2,1
26.5484,-27,7.0828,8.7914,1,2
45.8962,-8,2.1546,2.2816,2,1
42.4758,18,9.7029,4.6478,1,0
6.6574,-19,7.4088,5.3705,0,0
12.0218,18,4.4394,1.2008,0,0
22.6857,23,8.5223,4.0908,1,1
38.4529,-19,8.1684,3.6146,1,2
22.9456,7,1.1477,9.7606,0,2
11.363,-12,8.4293,6.6134,1,0
40.8617,22,4.2377,1.6684,0,0
47.266,-17,2.1407,6.507,2,0
26.2903,-11,4.3823,3.3722,1,0
28.8839,19,1.5422,6.789,0,1
37.7883,5,8.4641,3.9744,2,2
5.6177,-8,2.2267,7.8888,2,0
48.4172,16,3.0207,0.9492,1,1
40.9748,-16,8.3263,4.2378,2,0
29.6239,6,2.5818,2.341,1,2
5.1375,11,6.361,6.1428,2,0
19.3179,14,0.3753,1.2647,0,1
42.6567,-27,1.084,6.9393,2,1
28.311,7,9.6112,5.9721,0,0
5.0219,8,0.9295,2.6307,2,0
