car_speed,orientation,p_x,p_y,road_shape,weather
32.6534,30,4.5041,0.8474,1,0
40.7463,-20,1.5882,2.8225,1,0
9.5754,13,5.9057,4.2594,1,1
42.9341,10,7.2197,6.6957,2,0
31.5568,-22,6.556,3.8396,1,1
38.9221,-2,8.3572,3.5879,2,0
45.4688,-27,1.5179,3.081,0,1
28.3188,28,2.7068,0.3661,1,2
6.337,18,2.6927,6.0127,2,2
13.0128,-8,8.5414,7.4935,0,0
21.5401,-17,4.0289,5.9853,0,2
24.3244,28,2.0505,8.4745,2,1
42.3391,17,6.7663,7.0693,1,0
10.3124,12,9.8495,3.3985,1,1
34.291,-26,2.6498,0.1589,2,2
10.4614,28,9.1662,2.0993,2,2
47.1942,4,6.38,2.6842,0,0
24.4556,-1,0.1641,1.7924,2,1
45.0527,-23,1.4846,6.3038,1,1
40.0137,27,1.2198,1.5506,2,1
27.3238,-30,1.2792,0.6561,1,1
47.6813,-20,8.0059,3.2694,2,0
32.854,12,2.9933,7.6302,1,0
36.6539,24,8.2828,5.448,0,1
33.0258,25,6.89,6.9041,0,1
36.9023,-8,0.0972,1.6576,2,2
16.8852,3,9.7886,7.9217,0,2
14.354,-9,9.8296,9.052,1,2
26.8266,0,4.0637,4.9557,0,0
47.158,13,3.3718,4.9625,2,1
32.1628,6,3.2999,4.8803,2,2
36.8457,-9,6.2209,0.2451,1,0
22.3774,7,6.8711,1.5366,2,2
29.9955,-18,2.3775,0.6635,0,2
34.8902,22,8.5619,6.2746,2,0
28.265,29,1.2141,2.5614,1,1
49.8041,5,5.0506,3.927,1,1
10.3526,-30,6.3956,1.0572,0,2
25.0137,20,3.3888,3.3861,2,1
23.1124,4,4.3663,6.985,0,0
47.235,-19,0.6747,2.3292,1,1
38.0998,5,1.4484,0.6282,1,2
16.9555,3,3.0045,3.6725,2,2
7.928,29,0.5977,3.5637,0,1
38.9238,26,3.9306,2.1693,1,0
26.0141,30,3.0623,5.4789,1,1
21.8878,14,6.909,4.3902,2,0
14.2655,-29,8.0607,6.3144,1,2
9.9281,-16,7.117,5.2842,1,0
19.4025,27,4.0679,4.3957,2,1
47.4452,8,0.261,6.1269,2,2
47.1748,-25,8.4626,9.2538,1,1
25.0748,9,5.3845,5.0431,1,2
22.6731,30,9.2915,8.6001,1,0
24.281,30,7.7778,6.1724,1,2
7.8531,-23,7.2143,7.7979,1,0
35.3728,13,9.664,4.7658,2,1
47.3661,-19,5.6737,6.7834,0,2
11.0742,4,4.8402,4.3243,0,1
21.8059,-18,4.144,9.2852,0,0
7.8813,-30,8.2965,9.9975,0,1
16.0631,8,7.3329,6.1959,2,1
8.387,9,6.5997,6.6056,0,1
46.2723,14,4.9152,6.7746,1,1
39.1469,27,6.3082,5.0519,0,2
38.1511,-11,2.8094,9.3103,1,2
10.1418,-15,6.4881,9.4113,1,2
39.3993,7,4.3094,8.481,0,0
8.1377,-25,2.6977,6.7979,0,0
23.0802,-29,4.6279,2.7027,2,1
6.6561,20,5.8397,4.2982,1,1
39.4533,-13,9.1288,6.9796,1,0
46.3468,-23,0.6048,2.6347,0,1
12.1265,-5,5.3146,6.9061,2,1
46.3632,-19,4.3862,2.0154,2,2
25.3232,-11,2.1234,8.8201,2,1
12.8027,18,2.6176,5.3712,1,0
40.8323,6,3.9929,0.022,2,1
42.4647,-1,2.7081,0.5929,2,0
24.198,-27,4.5175,7.9911,2,1
40.7955,28,6.6631,1.6726,0,2
18.9631,8,3.6591,8.9784,2,0
47.65,20,0.7458,7.2493,1,0
41.8464,5,4.373,0.3729,2,2
11.0056,-29,7.7579,0.7406,0,0
31.6701,28,7.7964,0.7141,0,1
25.8178,25,9.8343,8.8744,0,0
37.3562,28,1.1184,7.332,2,0
36.5156,3,8.425,7.3498,1,2
31.757,-21,1.9158,5.5287,1,1
40.3963,-29,7.9311,3.4019,2,0
33.601,-19,0.3652,6.2906,1,2
29.5359,12,9.1724,9.0421,1,0
31.0165,-3,2.0271,0.9945,0,1
14.3769,3,0.4424,1.9568,1,0
22.2959,5,0.5,4.1853,2,0
5.2853,18,5.5916,3.4958,1,0
13.5514,26,5.7055,1.7462,2,1
26.6552,26,0.2921,6.9657,1,1
44.0455,14,2.5486,5.5055,0,0
11.7315,-26,3.5594,7.1587,1,0
44.9817,25,7.8896,1.1159,0,1
30.5309,-22,3.4761,0.4522,1,1
20.942,6,8.0482,6.3667,0,0
36.0113,-6,8.3614,7.1612,0,1
44.5565,27,1.3485,9.2422,0,0
27.5035,-4,6.7757,2.8534,0,2
40.1165,1,2.2416,0.9496,0,1
15.1339,14,9.4993,7.3528,1,0
29.5982,-22,7.7635,3.7811,2,0
18.5149,-29,1.8785,1.9619,2,2
16.3726,-20,9.3574,4.8417,1,2
34.0148,-28,0.0021,2.4162,0,0
44.8781,-22,6.5548,8.6698,1,0
12.9254,-8,5.109,3.1235,0,0
42.7638,-22,4.9543,1.3141,2,0
42.4723,27,4.1201,7.5162,1,2
23.7957,24,4.7612,2.3131,0,0
26.177,-28,5.7086,0.6103,1,0
41.4034,12,8.8676,6.6444,2,1
10.2845,-27,9.4836,8.7852,2,0
10.5435,17,9.2485,2.0859,0,1
32.6954,-5,6.8117,8.4467,0,0
28.2773,21,7.1917,7.5073,1,1
8.2637,16,9.8163,6.4556,0,0
26.3186,-2,9.7797,1.0735,1,2
46.7016,4,3.3293,9.2478,2,2
22.5212,-9,6.6299,2.0584,1,2
49.0874,19,1.8589,5.2794,1,2
37.0571,-1,3.3667,4.4674,2,0
10.3655,-14,1.9526,7.7206,2,0
7.6268,28,5.4708,0.3154,1,2
45.3888,18,2.2422,6.452,1,0
12.1084,-4,3.6951,5.0885,1,0
15.4103,12,9.3828,3.5244,2,1
28.8066,-7,5.423,8.5491,1,2
15.0612,-21,3.6955,8.4931,1,0
19.8078,-6,0.6431,0.5877,1,2
33.3708,29,0.8073,7.0219,2,2
24.8571,-17,8.8192,9.7975,2,0
47.0207,3,8.1576,0.501,2,2
30.8136,-23,8.1369,6.1446,0,1
5.5522,15,5.7172,4.4981,1,1
41.4724,0,0.8898,3.2887,1,1
18.9433,-26,3.6828,7.8231,2,0
47.5949,-13,5.9092,8.7289,2,2
7.1071,14,5.1832,0.5296,0,0
34.5906,1,4.7688,5.6959,1,1
19.3559,12,4.3322,3.2184,1,0
24.1186,-30,4.5814,4.7948,0,0
18.5422,1,3.7344,6.7101,1,0
7.8889,3,8.6267,2.7712,1,1
7.2295,-5,9.2541,9.8254,2,2
47.5502,-19,4.9189,0.7429,1,2
14.6493,1,9.08,1.5252,2,0
44.3436,25,4.5301,2.3283,2,1
25.3539,26,5.1159,5.1976,2,0
38.7477,22,1.1448,2.6699,0,1
8.903,-19,4.6176,4.9455,1,2
35.3943,15,8.4394,1.4975,0,2
34.6909,-17,8.4012,3.3054,1,1
16.856,23,0.3026,8.8829,1,2
16.8271,-5,5.0793,7.5201,2,0
30.0782,-6,2.525,6.9929,2,1
39.3837,5,6.6061,7.4939,1,2
47.9266,9,9.3074,4.0601,0,1
26.4713,-29,0.0772,0.0581,2,0
27.1506,-1,1.519,1.1376,1,1
18.8502,24,4.2711,6.8214,0,1
48.7808,23,8.2581,7.5279,1,1
13.0174,2,1.3746,2.6321,2,1
14.4052,17,7.7606,1.143,1,2
6.524,-24,3.9915,6.176,2,2
32.476,2,7.043,1.1637,2,0
28.7794,-4,5.168,2.3442,1,0
9.3382,30,5.0061,2.706,2,0
45.5091,-26,7.6076,3.7523,0,2
12.9438,-6,1.6017,8.4194,2,1
31.5339,0,1.8521,8.5305,1,2
